500 30000
33 408 7452
157 486 87885
89 457 96031
281 351 1839
185 460 63212
30 391 48010
22 263 41152
38 48 1700
102 361 22243
94 173 10223
236 322 10550
134 413 68238
228 314 15409
78 416 43826
106 126 87537
62 423 71742
259 349 3012
78 445 33159
105 202 89866
192 356 84662
156 358 64207
164 209 36127
78 339 20370
145 283 85623
302 403 66777
388 475 30057
321 454 96315
157 316 34379
60 323 20087
128 142 49669
183 198 76677
203 267 83952
13 355 56159
384 387 55781
278 416 35838
294 336 14288
387 493 92006
150 422 15512
264 427 55861
41 427 2212
173 237 25536
212 369 61989
68 430 18073
68 136 26895
23 59 76246
70 168 7461
394 457 71650
12 43 3285
230 374 35689
199 325 93434
316 371 46786
306 426 69627
85 328 39213
314 358 65204
125 396 92327
315 368 63609
44 251 48765
88 309 60665
255 400 86168
177 369 24657
98 403 82151
318 493 1305
153 257 94545
287 442 47208
32 118 72692
98 272 97467
210 428 78195
68 357 3041
87 466 10142
29 372 38298
233 330 99811
4 20 27461
271 369 49798
209 216 72048
119 246 98248
347 452 4035
380 489 84787
342 351 77497
35 265 32106
125 415 36190
244 492 20634
228 366 19077
360 437 62086
276 408 3249
359 396 66476
30 238 37186
236 294 17574
319 429 49766
107 341 7849
129 189 86000
370 418 6619
418 497 80187
491 500 36470
6 140 31162
43 465 91515
123 329 96320
300 344 52477
341 423 13646
106 302 46876
162 231 77362
23 466 55229
209 417 84887
63 125 55984
382 431 83032
161 164 6159
200 482 40123
400 497 57488
427 467 10677
85 341 49941
91 185 37636
180 419 92428
388 413 311
207 302 41033
214 373 39161
222 405 69718
206 229 87601
128 151 67684
293 473 27449
173 351 60903
126 386 77744
223 300 22988
25 91 65040
320 337 81732
274 277 25180
80 385 646
5 114 17589
343 369 93273
29 190 31249
373 409 94762
459 499 81238
37 309 28453
304 334 17323
134 149 69884
68 247 41274
1 47 75939
289 298 53439
250 491 5572
364 498 67190
254 393 35871
153 497 23697
158 230 96578
437 461 94868
415 422 53720
51 249 42899
57 403 99799
1 182 70029
36 135 85632
5 130 75644
50 465 3579
286 430 63388
178 401 74706
239 472 288
368 489 59021
293 296 9607
330 391 96409
183 341 75060
42 70 86856
24 262 73529
82 310 57644
191 426 28401
178 235 48778
25 58 71832
115 169 50290
206 359 22645
313 387 76396
101 347 67756
227 495 19649
148 471 66580
52 81 18212
215 356 45745
13 91 28234
413 480 91018
111 470 88166
190 275 48533
121 434 26699
271 285 58174
357 418 77719
107 261 6846
374 459 63879
290 484 50366
108 479 23758
258 315 11637
101 460 78349
119 439 16085
26 389 62595
75 234 15896
158 182 98076
70 364 7435
123 295 58518
174 348 59385
432 463 61789
183 391 58801
58 116 70948
75 492 22983
448 452 42314
38 241 86228
99 326 93039
297 405 10742
313 380 33236
37 405 51646
177 484 78973
208 260 62892
128 451 77744
306 435 83770
292 376 56590
90 269 41445
306 383 59223
323 483 71099
44 75 96286
180 378 13460
263 276 46321
89 420 30387
211 233 27603
138 192 61585
154 444 53527
74 329 66688
218 337 7405
91 359 61501
131 405 26875
72 162 95696
134 186 15030
105 352 2868
97 482 83915
37 456 96118
212 343 55939
33 197 37528
271 485 30087
173 428 33211
64 348 59089
74 215 54161
48 425 71185
83 436 29361
399 487 1560
141 279 5004
160 263 43556
42 349 91946
224 325 61997
155 336 8288
322 458 80233
172 277 52763
202 204 27664
154 434 8796
408 460 21049
229 307 22674
85 309 21233
53 172 41233
7 11 3413
17 225 22112
1 379 40241
82 115 82495
339 490 14260
148 224 64696
33 123 85183
282 376 21542
91 255 77420
82 104 89689
221 434 86509
297 326 75430
135 182 36897
7 416 78894
58 209 30043
96 500 89939
155 478 11386
22 267 32324
64 361 78348
183 212 60272
286 431 5029
315 477 42513
117 321 25175
29 340 80329
26 491 92448
137 361 7236
119 144 39626
338 429 10551
83 122 34984
311 456 4438
9 223 30948
284 351 83621
140 399 53248
391 477 80691
142 236 80265
185 196 1263
277 306 80342
267 429 81266
56 173 98741
275 446 20598
1 326 84741
383 422 7065
194 335 85238
263 473 71078
42 217 41284
163 483 71835
155 174 72392
352 365 37170
91 342 94130
139 168 26069
365 490 82495
33 155 21538
105 376 15238
171 457 97885
150 315 30081
327 387 71056
132 174 29006
49 296 564
156 294 31664
172 359 55146
262 491 5024
101 455 25191
76 365 85746
43 125 79611
160 420 72334
290 345 18501
52 477 89844
134 344 75695
305 457 57573
193 230 49217
175 208 45591
184 378 87325
74 458 17202
63 126 64794
142 154 76941
227 475 27117
30 60 8920
63 425 23417
220 281 31083
142 403 351
11 481 28092
209 224 33547
211 221 69713
114 392 70602
139 271 54303
181 244 92840
96 400 49615
25 89 8275
155 387 5667
70 233 82090
88 280 61934
95 150 63876
340 465 34852
243 331 38460
350 416 10957
187 382 4348
134 388 68789
223 288 53335
20 243 799
125 140 6949
213 270 26928
206 405 34387
234 300 70155
235 320 62499
316 436 85586
88 354 56099
170 451 700
90 111 55545
206 461 92597
205 412 35714
58 330 14071
23 106 46272
379 448 27092
90 387 28371
354 427 2525
124 438 89852
434 485 45413
70 246 50796
172 296 63723
341 426 63081
28 67 92184
51 197 97756
125 334 45586
116 142 99957
14 132 39552
129 258 62080
139 226 6006
422 473 69083
159 226 70908
357 453 44599
146 473 50443
112 384 49772
104 162 99897
217 340 48359
175 345 67955
97 331 96740
268 295 43757
14 258 20863
20 361 27200
151 293 73208
333 377 64502
280 491 96738
108 242 2092
85 302 69058
84 301 231
236 305 36615
252 350 69859
166 487 12851
80 92 91507
48 408 98969
62 420 87852
29 428 9133
44 82 80824
124 269 91719
144 439 91618
99 487 5157
19 253 63085
6 180 42320
99 426 85057
473 479 39618
354 467 82842
48 273 80142
17 87 74051
378 401 46693
54 198 22929
36 452 35829
108 499 96385
50 155 75652
362 407 54250
186 398 38697
317 415 58173
86 276 64033
266 487 90516
253 410 51060
27 301 73580
63 287 67782
130 264 99159
398 417 53048
276 483 96049
321 327 2529
19 66 47986
295 500 34802
63 304 24196
187 343 42229
308 311 74559
335 370 93470
97 316 84690
325 383 88468
217 362 4869
188 362 75350
103 482 70654
136 209 24095
163 443 64335
371 497 47541
164 467 59347
16 488 98865
235 333 22293
291 451 90571
340 381 22476
214 355 61634
383 445 10084
239 252 43202
312 466 27389
169 182 20766
73 392 75649
241 412 19866
58 337 71860
294 440 1812
115 372 59338
372 419 75678
68 198 7154
175 336 5377
434 491 76805
24 191 31181
130 350 9828
336 423 1092
141 469 94703
44 256 52512
26 437 41228
154 261 41073
53 221 69063
288 484 15459
41 222 92454
327 498 80452
170 171 22658
228 299 30060
21 64 88197
12 36 29008
54 64 40024
109 363 83611
269 396 26505
10 174 91904
4 388 45404
58 482 43123
324 430 99798
13 210 68286
355 367 45871
135 260 35278
139 172 80669
414 459 36124
400 423 60273
1 321 36973
1 443 67306
5 308 20233
260 359 49493
26 395 22467
118 159 27282
61 127 27039
115 474 51990
249 422 63725
121 410 95987
364 401 35621
5 334 10863
128 411 48086
70 129 43578
342 447 40140
375 459 72291
233 239 21613
200 206 1214
1 63 89201
349 462 14066
18 308 28007
170 498 94472
129 140 98167
19 471 56088
86 393 53644
208 244 42586
22 486 49453
135 148 72340
326 484 39098
21 321 82666
143 493 92329
35 186 23494
145 303 15812
46 285 6986
23 88 1087
297 487 37031
31 341 37944
50 52 48432
13 457 66413
90 155 65960
429 483 24120
58 89 14333
77 338 99508
140 195 31961
6 15 59214
24 370 86191
225 255 92625
211 293 41244
142 222 52043
291 403 38143
282 440 7646
307 376 94577
175 479 86864
266 378 56832
67 477 71942
135 334 8166
37 128 17775
407 500 80950
198 317 2531
261 340 94031
9 268 87169
278 467 40374
137 436 76083
97 435 47399
41 118 88221
96 175 74088
131 352 48766
26 243 48307
191 448 92736
162 177 41879
136 432 54350
362 497 95208
53 83 41933
126 183 76576
152 236 35690
300 448 34911
267 491 8744
277 385 59158
72 210 50241
276 451 57202
282 427 25551
251 363 84713
259 354 86852
96 211 87581
59 102 69992
39 228 50911
15 297 77935
434 459 50309
170 408 45315
160 428 14371
314 468 90100
219 261 36991
30 336 3897
8 354 79268
14 129 14772
70 482 44136
9 183 97317
205 227 14336
127 402 72717
296 327 70607
285 304 8449
74 149 43648
196 291 96378
6 447 19316
291 409 89743
162 236 77815
102 252 32022
145 411 7687
152 292 91457
89 436 56448
448 449 22799
73 456 19941
43 257 2369
141 497 23350
298 376 75822
295 425 17671
57 251 42178
254 320 90550
220 397 92644
230 247 76503
287 371 66113
95 146 63224
9 287 40853
199 306 9406
14 345 41463
231 422 73387
159 201 78201
108 259 24277
54 180 1179
8 273 8896
176 211 92616
303 405 62579
309 441 67967
127 403 88664
87 486 44490
107 447 91185
124 305 53989
2 334 94344
411 449 2200
1 272 89310
288 389 26678
329 463 69915
452 484 19494
219 260 18994
15 362 80752
183 473 21033
130 412 258
79 138 43535
185 326 96818
140 334 32204
349 359 55238
56 311 38744
247 413 19306
56 394 61491
43 301 20669
290 429 16309
57 238 54400
43 242 95559
415 425 80296
110 159 71716
282 320 85876
261 500 2161
264 319 62321
130 329 5952
13 187 71073
248 354 18285
25 212 4342
144 327 16656
97 262 38405
219 226 84424
287 395 99332
336 484 91198
59 83 98332
118 315 12744
7 65 1383
36 139 27259
24 132 19041
257 464 55067
81 407 63816
486 492 66970
45 157 72292
19 267 53199
251 443 79124
285 460 62112
99 357 51
114 436 39296
348 455 89431
111 203 79957
258 433 77199
300 405 72148
290 490 277
44 487 54847
193 319 11894
254 376 54820
120 426 8546
270 378 65814
233 332 91916
1 23 53908
321 447 41652
414 457 53378
30 265 32083
229 425 5523
251 449 6423
245 295 93859
119 273 97189
305 373 27998
148 268 93442
194 210 84417
351 356 7789
304 488 72761
212 470 51088
65 289 32191
27 187 48813
317 377 88838
79 123 22366
60 227 21712
266 400 68509
33 189 78045
177 231 66839
52 373 96611
243 493 47998
145 307 4342
329 477 31477
10 388 55850
139 459 6940
150 459 37125
147 429 1811
55 236 31728
316 335 46177
47 465 62902
34 343 931
301 369 93290
217 447 39760
150 438 1095
122 160 82783
304 388 62662
44 276 22787
394 418 19935
62 229 93695
267 359 90631
460 467 92825
58 336 15214
97 314 48329
24 307 85163
261 395 52561
164 318 96057
235 340 36508
50 394 31199
319 443 52095
5 6 11788
405 414 66797
193 303 8756
5 362 94156
27 249 66896
55 440 21685
297 310 25847
127 181 37613
3 413 12652
33 53 2593
158 204 9875
61 251 52919
54 372 45430
11 112 6064
149 338 54923
14 55 76002
325 343 68174
255 327 42658
278 403 27548
155 381 63329
76 447 68664
124 143 3643
150 413 76295
194 326 84270
255 449 32099
152 361 10605
88 383 97709
125 430 45901
184 287 11670
107 338 40146
137 310 22585
47 131 39196
110 170 10609
126 452 18430
158 174 12461
71 159 60281
86 265 806
65 487 80465
431 468 1469
72 293 72342
139 401 18423
74 278 80553
158 160 775
394 493 75008
351 458 19754
27 362 23729
212 493 21286
161 272 19315
364 437 5515
429 475 42336
67 260 47145
272 485 15625
4 162 86961
156 463 83936
72 218 47514
18 435 24170
328 452 84572
197 383 10857
111 495 60653
99 393 44196
83 454 45074
54 303 47808
155 356 94270
161 445 71825
29 489 29427
38 45 82746
108 366 32798
150 198 37057
3 404 20956
239 351 69622
56 393 98349
412 496 16898
303 466 67151
92 151 16006
121 191 60782
109 123 78785
389 459 67587
58 391 23333
241 269 61896
41 298 63466
142 376 61459
224 330 98016
260 471 4199
328 351 63353
41 81 8991
275 281 99010
39 332 43159
172 400 60802
247 255 41639
418 470 28875
84 263 6190
29 88 90290
8 219 67361
216 379 36401
306 318 64136
124 400 57911
337 380 83849
28 108 85024
174 457 38930
216 413 779
131 477 794
56 340 59284
207 213 55850
9 129 61591
30 162 10752
404 419 87089
132 284 4139
92 445 34970
70 353 9967
124 285 46036
95 485 25236
260 492 72246
250 310 6633
236 238 52575
273 367 19443
194 323 54394
117 355 9865
73 260 53790
242 447 65896
183 251 72557
264 315 7974
368 468 25658
266 366 55132
125 407 2370
59 442 29835
21 326 29799
92 489 75438
180 332 35907
229 252 15752
91 470 93917
198 314 71629
353 417 4400
233 387 68578
167 496 70434
201 386 28283
315 474 16397
2 80 74731
339 478 25563
338 397 50404
74 363 95334
194 426 21740
247 406 43920
49 154 62348
65 131 48622
23 256 74495
109 361 64341
70 78 16851
241 416 79219
182 434 52758
70 440 28681
147 371 47514
24 271 47978
6 439 71489
196 422 98917
177 178 92243
56 500 27301
258 297 72493
267 439 28731
82 459 97301
250 326 86382
17 499 93756
69 117 83645
349 406 83941
170 467 54372
197 252 19425
278 376 8278
54 331 85646
173 426 20521
273 444 6862
19 77 26202
324 495 5141
163 397 88585
348 393 26593
19 401 53559
379 409 43010
244 327 21336
51 459 29930
299 338 31748
230 470 11752
13 77 45157
309 348 48250
164 237 40256
152 416 75700
210 355 48970
169 442 74495
108 472 91713
118 154 77102
152 348 76199
447 455 62019
17 270 70772
211 250 89856
291 448 62504
43 284 31277
92 425 93515
197 431 9123
88 144 48285
163 253 88248
290 397 44411
97 293 47418
159 368 23160
166 323 58211
75 478 79973
62 272 42732
267 497 34869
67 281 55988
250 401 48070
298 341 73227
387 431 36693
191 217 24372
186 493 31828
215 352 55950
315 453 16582
263 288 41718
73 198 87356
121 277 12329
10 30 38532
28 221 92346
253 433 9136
164 371 39562
148 458 13166
33 492 64968
117 254 89509
439 497 66868
233 327 32800
196 337 36737
13 93 56056
24 263 39020
133 464 73533
59 329 7988
24 260 43987
486 496 88382
176 429 24009
320 444 56384
102 371 36009
414 421 43186
102 399 52400
403 439 18060
246 375 50435
126 132 79916
9 436 56276
123 180 69585
8 252 69189
84 494 64096
8 37 32839
244 410 56025
327 490 52006
136 150 24990
378 396 59808
224 239 50425
456 466 76315
180 457 22061
151 398 70037
203 356 6591
128 307 61891
175 368 9743
148 354 93876
468 478 2390
219 470 85561
447 465 35428
306 425 73135
138 226 22951
165 465 56809
67 216 20654
322 485 78702
110 496 51650
26 289 88282
47 184 39922
213 371 81936
44 492 68672
217 467 70528
400 482 39527
2 252 36979
91 203 31182
132 203 37446
76 488 84592
34 66 63504
71 412 5794
206 469 87964
192 490 60712
261 493 60518
134 292 71922
286 358 88548
191 300 20768
335 429 50390
2 430 70401
38 144 33283
367 395 37842
104 289 81799
41 294 61629
88 182 51542
426 442 65852
245 316 24032
245 290 75482
222 328 64496
10 131 3770
176 376 22892
232 481 54647
305 404 29442
16 57 11012
173 348 91697
15 446 77081
164 259 65768
87 454 52828
125 308 43196
290 309 65388
350 429 67061
216 476 37352
323 373 14956
67 154 74310
71 459 61500
217 425 63638
40 193 66838
84 173 56481
178 373 91316
243 307 72167
246 485 32149
379 480 22967
148 217 52446
65 216 47399
302 312 8992
213 258 75233
318 487 49895
73 150 73612
193 451 33320
19 398 37340
205 316 99598
38 475 77505
84 191 78231
88 342 81083
278 329 68998
197 202 95382
331 389 74487
4 311 14860
60 137 50624
86 338 187
183 379 98419
89 242 77932
4 158 87661
32 470 64489
166 352 89581
52 208 30811
79 207 58505
86 269 17802
355 452 59324
122 301 2490
41 121 63001
117 233 85568
308 376 22545
78 301 9455
361 447 58910
301 472 37903
290 432 69409
79 182 5661
92 228 26597
89 415 20460
264 357 12748
161 476 67787
115 479 47028
65 415 63554
199 381 93979
388 455 49810
460 479 4252
34 239 70889
38 346 17811
59 129 8451
329 338 14063
47 150 21973
180 224 54482
430 498 9891
10 317 16993
304 321 17566
147 337 56117
59 184 50603
34 96 71028
328 333 15867
221 238 97668
304 410 18146
26 464 85434
39 94 23904
186 320 87785
141 366 35460
34 187 80597
273 424 24619
280 458 21632
96 222 61027
5 83 21547
69 253 7905
220 372 52362
203 205 519
370 475 68379
129 150 89390
158 394 29988
146 214 77851
167 365 83824
438 457 81972
235 253 37966
184 218 96460
61 481 30500
47 479 33391
134 369 71275
85 283 9874
256 320 83285
35 292 36962
259 338 9478
86 105 77638
161 490 82384
114 192 77252
47 497 37406
59 154 80222
168 446 11626
10 110 91771
20 120 8691
299 457 38256
224 459 56781
17 119 92178
259 483 77320
71 229 55797
125 170 58616
128 232 13002
306 497 97293
186 359 74271
4 466 81257
42 94 28620
110 192 82588
24 295 94526
50 379 73605
112 498 3440
91 354 81385
43 297 86732
373 434 90154
254 417 91527
75 316 17370
224 476 50638
46 335 87442
340 415 47686
11 235 29403
211 416 29649
24 436 58190
54 95 86053
61 397 98776
33 314 75737
60 321 47545
296 362 30293
247 450 65926
157 438 12217
92 217 10191
92 392 26553
54 408 77869
27 202 54329
269 348 34206
174 288 29843
9 261 65167
34 350 54996
156 219 44848
326 389 63812
68 313 79779
47 70 1683
292 452 91139
5 98 31227
90 201 64226
390 450 92513
195 219 54519
113 228 73266
9 366 45516
118 307 98116
261 409 57943
39 298 29867
229 382 53283
144 377 62724
105 128 91785
228 403 75506
76 237 15484
120 337 97781
223 364 82876
97 267 12924
156 262 84781
242 400 15961
14 317 43704
5 415 65061
222 500 87240
102 366 2285
317 338 31352
6 124 80765
123 178 22736
87 216 52414
429 452 29184
384 416 39837
84 389 58745
240 283 32346
23 195 82801
13 166 60620
222 410 21309
383 463 54200
141 269 64567
63 147 65947
176 330 56201
281 487 67968
19 216 51705
373 466 89548
161 495 83789
264 382 65809
344 354 27248
197 496 92818
55 190 67141
264 469 94909
336 359 84434
188 460 96048
466 468 11512
447 484 65297
35 408 63645
10 417 66937
62 79 98175
49 202 61098
161 462 51976
56 459 92973
132 331 48965
176 332 44372
85 146 50056
170 241 23964
201 366 87153
67 75 68048
38 184 60942
123 250 68617
82 208 48387
218 316 72196
116 418 79191
182 194 12655
18 248 91820
143 446 52644
96 328 89098
206 318 54846
11 329 26319
381 478 21427
143 210 15346
221 227 92397
214 293 50733
288 352 51601
278 427 59501
128 405 52097
64 282 86802
44 79 4045
32 312 91840
390 413 99737
188 297 75919
36 253 23322
105 271 74633
54 330 85293
277 389 61106
141 255 95827
19 32 98085
179 406 94225
81 241 19636
243 424 4749
50 432 13307
58 103 73503
261 360 84954
72 76 28483
89 358 9148
274 446 87176
39 402 7340
63 92 30971
80 199 47540
64 160 33523
291 306 198
83 167 53919
317 485 27210
98 374 86754
87 211 18319
219 412 43178
289 469 57120
40 202 8105
145 425 74055
85 294 80068
3 410 85573
258 442 32520
120 343 82134
16 22 48465
168 338 28495
131 333 20011
347 419 85656
153 386 64510
191 468 9437
71 342 80715
377 446 52690
277 380 28764
207 386 94202
173 178 896
228 475 15783
348 454 42190
433 478 55845
248 290 44669
16 71 9275
39 210 59163
399 418 32325
216 385 50791
13 92 86046
27 347 87831
10 485 19681
115 246 1063
289 482 27197
317 428 61747
39 207 32155
137 289 66014
25 488 35112
129 470 63339
112 489 22621
123 312 78455
10 484 5078
105 123 65991
95 421 83143
402 485 44591
273 454 68240
93 297 10135
355 422 88120
60 152 79995
68 194 7117
203 429 96804
29 350 11177
316 393 46294
165 386 30988
163 369 85582
25 442 42125
141 183 97643
32 199 91602
124 368 46005
225 232 53994
247 392 57261
265 488 20585
237 261 27628
265 280 18415
148 337 36529
245 378 57136
450 466 42148
233 244 88861
147 481 25434
274 412 92600
151 260 95202
12 234 41010
44 495 39045
225 419 8079
61 157 47353
398 469 97376
10 444 65596
170 459 55639
261 402 96486
54 260 1212
235 328 16523
23 347 40487
55 469 21135
105 450 45465
196 477 88644
143 331 3177
141 468 78344
79 152 65114
339 421 31604
422 471 3979
234 241 74596
426 441 10018
261 321 25115
113 339 92665
324 486 74537
40 417 32591
291 428 64316
286 482 42456
251 474 5170
31 497 47954
69 116 79478
237 494 3473
57 493 27441
359 489 57317
9 150 72877
309 400 87607
66 436 86357
235 237 48030
82 235 21064
316 494 90959
403 480 42518
17 261 66324
277 328 61462
64 141 20846
341 399 65966
475 496 39622
59 460 89230
231 385 63548
135 313 94692
119 450 31877
158 373 24977
75 496 57227
24 267 39791
158 225 88236
219 467 6280
193 450 11006
203 327 25443
114 173 5130
128 271 87459
45 261 90096
128 441 63005
94 137 54963
145 354 46531
172 415 35176
165 374 18262
93 130 40800
46 221 21698
252 442 80665
2 272 975
304 466 20271
242 397 11351
101 273 96040
89 265 31153
146 182 89896
254 497 45776
278 344 58114
106 262 36189
226 460 19549
132 188 15965
29 225 82598
8 211 81543
203 235 19538
320 465 81005
195 449 69898
112 446 10629
320 421 47273
309 430 61171
265 319 54714
277 362 21931
469 477 33509
105 416 51526
424 441 96382
362 404 82526
24 320 34908
72 367 47862
186 219 92700
241 368 95219
81 364 48586
304 447 38892
23 272 21040
275 479 4075
40 198 34941
38 315 90820
182 243 40648
111 349 51713
179 277 35889
83 450 28948
82 448 2581
41 385 77344
57 74 56382
304 483 61434
155 458 22505
20 276 36871
99 430 72209
2 180 68871
378 394 96590
186 277 42451
251 490 32269
260 334 22361
33 444 64891
125 226 54574
354 395 7157
100 342 9079
237 431 50974
175 422 14650
59 425 43418
110 139 83537
68 246 13911
185 465 6981
119 186 87883
103 188 94257
53 224 1558
344 416 58555
173 190 79104
480 499 47898
125 433 59119
147 428 7453
377 428 43444
151 351 82121
294 364 19717
163 211 47346
219 391 40282
113 499 23616
99 448 48851
375 418 69201
108 377 44008
121 402 31804
93 116 88113
24 213 17928
99 242 62639
103 176 50632
274 306 38988
229 238 96491
192 255 26158
158 178 92539
82 384 96427
294 353 30701
35 41 76259
87 192 58435
228 368 86749
201 326 34723
222 300 67147
45 155 8898
183 492 16839
