1000 100000
95 994 468330
352 926 947978
686 936 395669
932 951 24675
656 985 59344
210 564 94696
534 702 628845
161 567 182406
416 519 952915
96 532 606006
95 997 133274
858 913 476274
724 783 681014
168 820 402532
175 925 768443
278 914 232065
342 572 429805
446 912 952401
220 679 700362
681 706 859243
675 976 320134
297 479 234820
390 632 114154
257 736 701029
397 664 994784
282 894 283732
412 447 932213
55 240 755635
663 770 180172
26 539 281134
207 951 421537
306 575 208817
908 974 401138
36 97 767747
222 608 652638
258 584 939440
565 772 850594
108 214 177216
181 943 847071
728 930 988752
610 958 788077
122 963 395590
259 466 180612
487 855 494180
4 279 164285
204 482 481757
491 843 817538
154 931 762658
394 969 471299
431 993 995128
85 346 805989
423 470 688430
685 888 925234
570 599 490278
184 585 67712
570 802 854347
470 769 241529
797 892 106264
406 611 216357
606 664 45046
711 766 713728
721 782 149746
70 446 832209
366 891 501514
434 994 405224
194 321 549943
157 252 727227
201 716 987041
764 939 719575
205 293 193655
316 870 804246
393 800 221085
245 715 309848
4 170 109983
895 934 519423
298 781 237963
35 309 902350
456 514 704623
98 218 637274
6 313 181274
530 590 690023
412 469 221601
454 617 250646
36 50 850235
201 408 719527
424 898 604649
468 537 934605
126 278 688325
730 995 141177
483 774 253980
28 109 64738
175 215 144180
643 821 32984
301 562 832671
65 233 722455
173 190 984515
54 683 407177
249 790 206888
410 613 589450
794 871 273461
805 847 671116
418 652 535169
173 462 558773
526 609 78548
398 584 630602
558 916 857302
560 898 835056
759 1000 232599
147 495 991183
140 289 800012
466 522 765108
238 384 962382
443 942 476547
114 180 550117
89 950 440804
522 671 496399
547 585 318245
673 976 979385
816 864 994945
315 685 603030
90 777 602766
124 838 708620
595 616 921811
417 906 389092
619 682 132490
488 722 925799
208 452 166264
192 895 737520
951 970 675835
319 803 196166
287 785 233487
623 807 35668
517 705 481990
92 108 564432
645 957 517325
250 827 864755
162 555 663174
60 686 311653
823 985 198819
436 932 891577
261 957 801232
74 294 319364
44 813 892488
226 345 596746
343 895 938679
659 963 362401
452 708 625668
531 782 614775
305 743 651147
437 797 515282
136 145 897565
359 600 980568
220 499 848526
328 358 557732
37 160 892024
440 907 183987
327 378 51594
498 884 500050
331 628 240816
637 737 712862
380 690 409472
482 826 765670
13 749 413771
137 995 130039
631 977 448400
310 888 328881
17 657 230311
79 153 718074
39 281 776747
272 924 809811
615 947 374208
479 873 727237
911 942 599300
385 673 188455
517 771 305806
271 634 949329
457 717 676483
167 795 665865
448 889 732220
502 940 517009
406 921 419314
673 841 11114
406 571 675020
62 512 794862
49 784 876746
58 217 455167
119 887 11719
409 862 612386
198 391 900323
412 927 20945
47 179 128898
362 544 532096
172 735 263997
66 506 102195
595 693 939123
414 590 36587
228 742 90113
116 260 562305
508 899 118216
406 739 304902
405 523 535665
783 948 548269
491 746 730717
366 886 441332
515 598 354254
161 731 173640
34 707 41248
349 622 776549
429 590 756713
605 984 216678
622 684 899220
162 475 760217
784 945 267811
18 815 407217
86 291 833822
432 729 867013
565 854 983057
636 907 764666
458 950 240186
480 510 410500
158 975 936215
253 719 490242
317 320 647852
410 762 767605
264 910 169398
443 768 722467
221 498 411410
332 435 368605
288 710 796014
632 905 907978
420 866 861248
290 947 498714
139 453 741807
438 799 944135
203 678 176016
78 122 796472
507 613 752858
280 554 310671
113 407 696117
10 426 250096
209 669 733514
271 853 980542
235 248 189270
270 773 532681
622 642 761876
72 305 796272
522 845 859570
236 664 649742
141 994 831836
29 541 183311
37 880 204180
591 737 173763
505 553 785836
430 481 796008
94 197 590963
228 540 608437
712 895 990148
470 828 460613
136 322 891156
211 371 852953
604 804 895070
583 925 889572
445 595 621530
94 419 141258
380 904 367258
294 964 632550
89 402 647577
234 471 847507
247 977 587031
156 695 679033
223 703 32459
490 996 726165
624 833 323397
57 393 195378
9 850 82171
169 988 673935
247 428 115292
411 973 814297
704 983 969487
186 744 637050
92 922 916035
580 880 960781
855 980 487485
677 1000 865889
40 849 588518
58 639 414336
377 481 163416
267 325 245162
25 672 396088
829 846 827866
285 668 7520
71 189 748804
129 283 178663
488 689 5105
241 324 540729
601 958 182287
184 818 43554
187 807 705073
120 195 717500
535 795 599426
696 917 338892
503 921 573045
275 382 38485
477 902 570358
11 104 875668
350 650 351026
415 628 303366
159 217 370927
165 469 136123
69 795 129533
123 502 427431
273 276 952074
555 699 329466
676 796 584757
298 697 33014
728 741 266823
120 525 731957
97 105 679272
31 404 727131
277 880 760433
621 762 263515
432 810 544718
47 556 686859
318 341 82759
440 500 882730
95 383 747531
773 918 48866
830 914 539792
117 333 239176
235 425 58434
283 788 313185
76 976 289624
779 841 463273
614 630 491347
563 979 918879
831 999 709551
509 942 531803
752 862 614819
149 409 174009
692 757 336350
64 983 95339
199 856 13596
441 861 116816
334 830 976529
538 868 834698
399 553 629528
607 648 110179
284 360 316319
635 705 498714
305 798 80529
77 224 537563
3 519 834561
140 594 290712
492 937 883250
133 339 478429
84 117 532362
74 839 924294
284 972 93733
58 801 811135
654 885 324591
74 938 349993
550 649 567210
355 579 752297
366 489 433692
96 375 182139
364 973 502384
139 593 842035
364 449 335529
357 627 455864
107 607 505133
649 941 511341
15 709 554252
20 376 516680
769 962 835958
641 955 598951
300 890 222955
461 624 27407
337 667 955963
379 906 674369
266 396 730055
867 881 717619
596 738 236208
51 268 741935
404 919 321969
367 815 827901
418 872 201766
63 962 478012
19 543 855109
851 900 649788
307 391 539689
225 373 90846
610 882 186834
552 680 276680
465 550 904830
701 923 812339
429 835 925680
54 513 743596
292 992 132453
375 929 699708
473 593 695409
255 414 27046
133 135 334250
345 356 426832
353 851 787683
428 756 69039
637 879 445072
408 869 794863
128 774 658710
193 684 134095
21 32 667093
577 776 586152
493 942 44618
433 806 158868
525 967 672493
191 422 113635
200 547 993522
151 793 505596
144 877 266370
524 851 183841
566 733 44322
368 760 967124
476 893 393405
344 380 567381
368 720 540096
536 822 458872
5 81 80077
384 887 207436
778 916 71303
387 493 788317
764 927 893833
173 737 335075
212 369 759192
68 136 13766
23 59 937533
70 168 939689
394 457 593077
12 43 223668
230 374 652315
422 920 775902
199 325 613191
316 371 374682
414 527 86444
92 981 889983
85 328 289542
337 506 267841
314 858 155052
125 896 68340
44 751 995942
88 809 180657
404 652 313311
227 587 783913
95 540 114677
468 602 883506
98 903 461716
318 493 709910
653 757 549227
287 442 423055
445 620 573894
441 730 679791
32 118 529996
98 772 566550
482 676 465863
710 928 33971
568 857 488607
587 966 215537
307 684 476944
220 625 104852
529 872 661516
733 830 85292
271 369 485568
709 716 150879
380 489 593969
194 501 975963
35 765 466521
125 915 815642
228 366 637238
860 937 795883
433 552 964274
276 408 931616
30 238 285588
236 794 362730
444 764 346093
607 841 867425
129 689 316425
370 918 822601
918 997 316298
325 744 268045
491 500 806095
198 508 153391
356 805 621497
349 612 411418
623 829 193452
300 344 569383
341 423 930242
312 811 626369
606 802 424499
662 731 191029
321 737 951999
445 627 319491
63 625 367249
453 900 486011
380 551 508130
882 931 382973
200 982 182594
900 997 550862
85 341 960084
91 685 849993
377 543 577204
446 757 633618
180 419 381553
343 588 318101
207 302 578009
722 905 703006
128 151 174762
293 973 274602
673 851 382445
223 300 622411
525 591 912407
210 582 480375
380 770 380268
274 777 207147
580 885 309096
505 614 342000
203 507 470647
843 869 525878
873 909 396451
37 809 950907
304 334 436778
134 649 176852
568 747 890344
369 530 553490
789 798 636343
250 991 705048
364 498 977002
254 893 708296
153 997 828910
158 730 468953
437 461 573328
415 922 445811
51 749 222894
557 903 830981
501 682 946827
340 693 787283
505 630 453116
50 965 2901
286 430 32792
178 901 321132
239 972 155472
368 989 705412
293 796 29223
542 570 265656
24 762 119561
82 310 732863
191 426 865016
206 359 883198
313 387 645842
101 347 231453
727 995 509466
648 971 60394
52 81 530274
313 887 233077
215 356 630189
413 480 397704
611 970 675013
190 275 407345
356 642 902956
339 567 321434
218 519 699146
290 484 478636
472 730 618107
101 460 252099
26 389 254030
75 234 141623
158 682 179853
271 700 316066
418 840 519350
623 795 936861
174 848 491515
432 463 934175
293 792 720680
58 116 394578
948 952 61790
538 741 821342
99 326 837230
82 517 241414
339 581 22257
537 905 994044
177 484 46741
208 760 69799
500 912 13410
128 951 743234
237 561 497765
245 712 116139
806 935 736870
292 376 188296
590 769 3812
806 883 851339
823 983 54716
94 575 377733
127 594 301021
180 378 824167
763 776 841425
89 920 137804
711 733 402672
138 692 237986
154 944 116994
218 837 855491
91 859 896588
131 905 543521
572 662 320643
634 686 890673
605 852 725652
196 640 101121
597 982 4116
37 956 395390
212 343 285666
271 985 140689
173 428 921980
399 831 591736
64 348 175717
574 715 439831
60 523 845964
48 925 494769
83 436 599576
160 263 532814
263 684 997044
42 849 804700
155 336 509204
366 748 26386
172 777 737474
702 704 480062
654 934 76749
908 960 781203
729 807 38915
85 309 764827
335 699 865067
53 172 90930
190 560 766053
17 225 894534
110 540 719438
1 379 514195
82 115 301148
339 990 116805
148 224 510265
282 876 251262
814 858 208847
82 604 940027
297 826 595199
405 723 333806
135 182 922792
58 709 621478
596 1000 589264
484 777 752871
155 978 539564
310 588 967767
22 267 724239
564 861 944578
286 931 999978
315 477 897541
117 821 802712
529 840 324352
137 361 284973
619 644 536636
338 929 848369
583 622 127912
311 956 649379
438 854 59053
9 723 820406
394 578 857262
891 977 281898
200 553 284245
642 736 804138
185 196 495375
777 806 221819
267 429 546006
309 594 771448
556 673 802706
1 326 767458
383 422 686316
355 762 797880
763 973 602217
542 717 204879
155 174 594430
16 507 658963
38 538 990684
70 518 282283
301 507 540685
639 668 90444
365 490 826439
33 155 286006
105 876 832470
413 539 510486
171 957 924305
650 815 969339
327 887 684149
153 622 309513
394 791 4139
632 674 65698
265 736 891552
156 794 173684
172 359 612531
762 991 152685
101 955 413570
76 365 166442
43 625 181785
660 920 36253
290 845 48670
552 977 4461
134 344 716331
305 957 215163
193 730 241767
175 208 641215
184 378 587805
574 958 605079
63 126 91134
142 154 299888
486 949 473742
30 560 586294
642 903 130289
11 481 722822
709 724 213884
422 668 855016
181 744 538518
96 900 603024
25 89 479332
155 387 98683
434 664 209345
95 650 696119
340 465 799021
87 516 110821
350 916 597740
187 882 655541
12 635 524753
134 388 80147
520 743 103520
125 140 833196
734 800 702947
735 820 758387
316 436 772250
88 854 375989
488 803 888955
206 961 499434
705 912 132661
558 830 444993
404 817 278917
523 606 723455
444 580 748185
362 529 865840
379 448 434710
354 427 416458
37 507 833988
418 665 421303
124 438 617819
157 609 160996
70 746 791201
172 296 835752
341 926 787321
528 567 978185
51 197 871206
125 334 932237
116 142 706725
343 640 92172
199 591 699555
514 632 806180
129 258 566383
347 684 204666
139 226 851925
496 541 878094
422 973 734661
227 635 556511
159 726 308061
357 953 11875
112 884 850243
604 662 596135
217 340 364592
175 345 283116
268 295 432691
14 758 446463
520 861 609692
833 877 381329
280 991 761269
296 599 435187
108 742 296577
585 802 137107
84 801 802237
493 610 353789
165 524 718719
252 350 838891
340 705 503367
166 987 131186
303 626 945712
80 592 43960
562 920 369535
495 820 680796
544 582 450250
124 769 894694
188 640 229664
321 681 801832
99 487 954759
19 753 215898
99 426 508286
473 979 599454
854 967 514827
878 901 816841
36 952 57245
108 499 595964
50 155 326357
862 907 785710
326 785 701615
429 798 293404
116 561 848853
186 898 994409
317 915 658770
586 776 104274
766 987 229370
367 516 352257
396 834 507077
429 777 240965
27 301 197809
63 787 739898
630 764 232315
101 509 496403
398 417 657657
776 983 283362
321 827 13074
519 566 430647
135 547 621477
63 304 914465
687 843 639600
433 535 809054
808 811 113268
835 870 237751
597 816 158012
325 383 828021
188 862 706424
603 982 259282
136 709 894833
163 943 735217
871 997 78026
164 467 964867
235 333 845725
291 951 207858
340 881 840253
214 855 328027
383 445 861967
739 752 871168
169 682 488475
500 978 402247
465 770 279724
73 392 875974
58 837 968979
282 621 976761
115 372 900606
372 419 325681
568 698 242536
434 491 519799
524 691 522260
336 423 895872
141 969 810090
44 256 288342
340 767 324604
26 937 827661
53 221 769501
288 984 673973
541 722 681750
827 998 71504
170 171 769503
228 799 280077
521 564 937952
222 661 843108
554 564 182635
609 863 244414
769 896 587790
199 661 699624
10 174 672425
504 888 386232
255 674 827500
58 482 60149
824 930 461576
135 760 595802
282 743 749780
414 959 726217
485 756 497865
1 321 923021
1 943 634519
505 808 781936
526 895 907713
118 159 849965
561 627 537136
615 974 593877
5 834 193688
128 411 819582
369 632 222049
342 447 257746
375 459 716798
491 927 301957
700 706 943026
1 563 76504
458 833 811269
349 462 112632
18 808 859841
170 498 937639
129 140 62562
19 471 552602
281 543 75064
708 744 762289
401 551 68563
22 486 732765
635 648 203274
326 984 354299
462 695 818134
143 631 416429
143 493 292519
35 686 138989
645 803 278964
546 785 639066
493 549 171752
297 987 409998
531 841 30733
50 52 81250
513 957 867481
590 655 950647
449 873 776945
429 483 774143
140 695 12746
6 15 511593
524 870 119278
418 885 91703
725 755 296170
642 722 459272
112 570 104133
791 903 427701
675 979 215926
266 378 654778
567 977 369288
135 834 572218
907 1000 706610
261 840 331318
9 768 248938
278 967 327596
137 436 561513
97 935 145963
96 675 112042
631 852 53113
162 677 753273
136 932 965285
862 997 291118
53 583 153287
626 683 207457
434 503 792052
152 236 853638
230 503 825957
767 991 58403
72 210 992496
239 701 836225
491 836 3052
782 927 487895
251 363 924579
429 879 200389
265 580 799183
759 854 945528
258 737 462006
473 566 471290
596 711 987253
266 633 716177
559 602 221651
39 228 412712
15 797 933320
434 959 751911
431 555 73974
660 928 238418
496 802 534913
314 968 301585
30 336 867645
444 713 223525
8 354 413922
314 663 305598
514 629 422184
97 552 504646
70 482 361049
370 737 590258
9 683 902142
705 727 766488
296 734 344970
365 858 348204
252 725 20327
211 565 968211
194 835 468400
796 827 11413
785 804 977538
574 649 881086
506 947 577145
291 769 990102
162 236 392508
94 556 138582
145 411 548687
448 449 765041
276 682 387401
330 652 851929
573 956 594477
259 511 91728
429 847 666558
298 876 136581
295 925 677384
126 886 702426
254 320 550083
72 556 109551
720 897 510303
368 645 655344
204 531 44664
730 747 868222
595 646 821006
699 806 301197
108 759 8216
54 180 744362
8 773 38742
176 211 604135
303 905 111459
309 441 588250
627 903 199862
87 486 169358
107 947 682680
124 805 555180
502 834 480445
411 449 424133
1 272 485705
382 557 111930
288 389 306872
329 463 209547
952 984 573926
515 862 396686
183 973 735367
130 912 6204
295 631 427574
79 138 340691
185 826 395920
640 834 212050
445 624 841393
56 311 542573
486 590 721225
284 645 86433
247 413 139652
556 894 826562
43 301 474077
57 738 245858
43 242 86186
915 925 146742
459 555 210514
110 659 47
265 555 82748
282 320 656590
261 500 945059
264 319 802969
130 329 922533
13 187 873922
248 854 466359
97 762 624948
219 226 693228
287 895 950637
59 83 136543
7 565 773822
36 639 945498
24 132 2171
81 907 89680
486 492 440319
545 657 16167
380 849 228861
19 767 479386
251 943 803467
285 960 252239
136 597 970794
114 436 558401
111 703 312163
258 433 317796
441 452 887097
300 905 386842
290 490 429668
44 987 46884
193 819 615932
254 876 188734
620 926 660163
270 878 533475
233 332 675443
501 523 862943
414 957 101225
30 265 217610
229 425 954425
251 449 345584
745 795 266393
619 773 859466
805 873 371742
440 620 685949
194 710 45136
149 643 395715
370 699 502396
304 988 882258
212 470 172490
65 289 659517
79 123 178204
60 227 205426
533 689 808511
52 373 403116
243 493 427238
494 950 302514
329 977 308720
203 627 285163
139 959 808525
147 429 739519
555 736 454980
316 335 554688
547 965 183483
34 843 934451
349 684 805950
301 369 709433
217 447 252382
150 938 201390
304 388 553591
44 776 143995
62 729 226398
767 859 743184
58 336 43568
496 703 646942
418 717 638023
97 814 927099
493 875 34751
261 395 157025
404 507 745258
164 818 70396
235 340 924078
550 894 296112
905 914 285097
5 362 27739
527 749 466030
55 940 134271
797 810 773978
627 681 213120
3 913 70251
33 553 445936
158 204 666901
347 662 964431
554 872 55325
441 558 268617
11 112 647840
149 338 551815
514 555 551092
278 662 50857
325 343 203036
778 903 60348
155 381 470157
576 947 629885
150 413 813743
694 826 547170
152 361 2709
125 930 554214
184 787 427472
168 535 965814
637 810 27474
47 631 844419
110 670 973815
126 452 69846
158 174 121894
71 659 996536
586 765 988639
565 987 84543
53 504 138121
431 968 546725
305 634 690496
574 778 922887
158 160 122357
894 993 497501
432 745 581504
27 862 166990
478 822 548639
280 614 865090
364 437 550408
125 610 207272
429 975 667247
67 760 470382
459 661 186744
504 662 259732
248 501 32097
156 963 626558
572 718 394710
18 935 377131
328 452 449404
197 883 455451
99 393 679398
583 954 334628
54 803 730933
661 945 635442
484 546 786157
38 545 119505
108 366 8851
248 607 837644
150 698 2037
3 404 811925
239 851 141272
56 893 63416
337 758 34033
359 727 784076
303 466 143961
92 651 714938
121 691 437104
609 623 209573
389 959 803649
58 391 22817
241 769 774890
541 798 519682
142 376 906863
224 830 910395
153 534 243500
317 511 382810
260 971 574647
328 351 713725
41 581 488184
775 781 767416
539 832 202744
172 900 508868
480 764 492154
918 970 615764
84 763 362587
529 588 916128
451 555 491107
430 609 430335
508 719 989686
716 879 904294
391 836 905163
423 686 233465
837 880 790269
528 608 419567
174 957 951078
216 413 5252
131 977 968864
56 840 922646
530 662 134149
404 419 139896
132 284 733243
378 657 629169
592 945 324910
70 853 665080
371 552 14482
124 785 650489
73 531 186478
95 485 458023
260 992 293655
250 810 265155
736 738 927572
773 867 203359
21 502 879357
446 944 854978
194 323 625442
117 355 172709
224 539 527534
264 815 397276
766 866 166757
59 442 396307
592 989 637800
680 832 411744
229 252 953887
91 970 140127
353 917 334984
167 996 990029
201 386 228646
2 580 413524
339 978 549668
338 397 677647
419 858 400772
74 363 499090
194 426 204626
549 654 673306
277 592 114817
65 131 553824
23 756 582552
109 361 182712
152 527 146081
570 578 739104
241 416 461671
193 390 496096
70 940 911709
147 371 947511
24 771 282147
162 605 407856
6 939 247412
177 178 626902
430 681 937716
56 1000 344793
258 297 947209
767 939 313711
82 959 786442
250 826 242264
17 499 8003
569 617 824087
349 906 249603
197 752 838546
778 876 808535
54 831 362517
173 926 367287
519 577 82873
462 887 234169
427 902 965529
324 995 448663
436 641 98104
19 901 214466
223 544 270782
448 502 374879
879 909 541956
51 959 454712
299 838 124953
230 970 480942
399 805 723323
513 577 149097
809 848 595325
164 737 29527
152 416 155587
710 855 662294
115 613 403935
169 942 452372
108 472 940659
440 690 781146
118 654 431761
152 348 88739
127 520 647031
17 770 339711
291 448 353017
43 784 648699
104 513 272952
212 697 83994
472 753 771687
592 925 994278
197 931 669684
88 144 828456
663 753 371562
335 804 2520
290 397 133447
97 293 219125
157 618 469118
159 368 121590
75 978 426014
62 272 59492
767 997 454415
67 781 38758
387 431 343578
186 493 884492
215 852 460928
815 953 125610
255 631 765438
187 673 251936
73 698 350428
390 661 298937
621 777 639190
510 530 700734
28 721 901185
753 933 760925
148 458 492589
33 492 738848
235 542 354930
22 504 380423
617 754 653313
939 997 334586
306 653 439464
196 837 228863
259 521 529957
13 593 262422
524 763 564730
133 464 171331
308 583 239235
59 329 29431
24 260 671045
486 996 348420
320 444 791654
455 668 801969
398 876 679009
414 421 770057
487 757 6850
102 399 674027
903 939 390906
324 930 735617
126 132 457871
9 436 301874
123 680 393051
231 578 511098
691 948 618441
8 752 81963
84 494 79960
508 537 420858
244 410 568462
827 990 112058
136 150 778847
378 396 51722
724 739 912095
416 869 195964
180 957 696122
151 398 172599
477 977 371794
203 856 616873
128 307 168359
419 543 250952
175 368 821854
324 504 717771
219 470 204612
227 695 947595
447 965 117697
306 925 514017
138 726 466120
665 965 861333
322 985 97561
110 496 412816
353 758 731619
261 521 228000
526 789 987230
47 184 136513
44 492 516604
450 533 978889
217 467 46913
400 982 573596
2 752 413175
91 203 479607
132 703 53372
76 988 939654
71 412 567361
206 469 544595
192 990 466377
761 993 635930
786 858 679202
