400 20000
19 393 76502
172 328 48897
59 156 62303
102 187 95416
265 359 10226
205 220 96108
344 386 90446
11 197 70785
186 226 84125
64 362 31296
203 381 1509
8 294 28914
1 123 58465
204 250 20231
83 88 51692
58 187 27744
217 304 65685
109 221 95951
52 159 96400
37 130 57966
105 389 71278
39 344 73653
152 181 56164
71 177 23178
179 400 79782
81 399 34906
77 273 56675
35 55 35213
58 149 35412
57 160 54286
15 135 43446
106 306 56053
17 278 64169
98 168 51683
321 381 56457
327 363 89027
63 302 65746
16 108 61010
73 196 4356
161 180 42337
197 358 18171
2 80 6200
51 246 75753
6 371 43436
162 385 76303
7 99 32285
86 141 45706
126 311 10224
104 285 22892
54 218 82367
199 241 15802
189 315 1166
25 255 85458
289 345 76364
191 379 46941
79 166 66680
78 231 65434
10 202 97477
150 210 99012
41 84 64013
159 287 73895
194 336 10769
164 327 32678
141 227 53777
12 169 64601
183 331 13981
63 324 21600
68 336 19085
23 259 35159
22 120 48765
316 371 96127
14 327 18979
92 181 77837
63 371 5421
285 328 71595
47 130 25392
114 258 51029
125 296 66857
15 168 74190
235 365 3984
44 151 51107
77 379 90500
189 385 70698
204 252 37786
355 400 63072
77 169 96350
95 340 95443
235 379 83138
98 103 19572
253 357 78168
102 281 51623
45 220 90149
41 330 26131
32 118 25391
98 172 17592
82 276 23400
168 257 98345
298 354 7000
107 284 77042
220 225 98430
109 316 9651
197 324 84152
219 246 7011
47 252 37338
122 356 21193
165 229 5450
242 351 73827
188 257 53460
228 366 44591
260 337 1812
76 208 13508
59 396 25316
30 38 57879
144 212 52937
329 330 35960
44 164 42808
170 318 65297
125 144 71146
91 300 19056
173 326 91958
45 391 94886
155 187 60699
70 83 37343
198 308 89156
23 229 42018
100 144 72388
147 369 1463
112 211 49312
6 202 57277
62 131 7594
79 106 95092
121 337 73732
123 266 72190
253 300 47941
180 351 84179
174 332 41229
134 295 39822
100 197 1144
160 174 69702
14 69 27241
177 343 72756
88 213 64825
149 173 79738
343 388 33721
114 173 83336
20 200 57776
122 305 74258
106 229 41283
328 351 18985
23 70 8510
31 85 81656
93 373 72076
73 251 74251
26 186 28595
23 100 17549
299 314 35991
125 191 69629
20 137 50093
133 356 54710
74 177 5494
51 56 8182
22 368 11207
105 214 475
127 260 44531
145 203 53909
3 307 51924
43 69 82266
329 390 96204
73 309 2172
154 249 89345
104 134 31461
91 155 68407
189 198 64454
104 234 66567
87 326 17918
353 397 97409
376 389 89376
215 322 45577
61 305 17666
51 349 58254
101 282 14220
48 139 25999
160 352 64913
50 165 80299
144 336 72820
39 372 99831
150 290 33574
168 389 19011
344 345 50907
30 391 11346
83 141 31175
227 233 17222
24 362 33917
82 310 90197
197 368 32324
15 369 96575
206 359 69463
301 347 84374
117 153 25599
147 291 755
252 281 42024
32 194 38107
58 228 21233
113 287 11829
15 356 74469
13 280 24442
11 170 6551
190 275 3501
221 234 3110
188 289 56670
207 261 42746
6 260 34748
18 119 62117
146 384 92930
72 130 91441
19 239 68589
26 189 9019
294 359 76526
271 300 2849
218 240 96814
223 395 2012
32 263 82763
258 316 17801
175 292 86307
32 222 22205
138 141 36964
99 126 21085
282 317 37983
197 205 89530
19 222 99675
13 180 63462
178 286 94531
177 284 86786
8 160 9932
58 145 90393
300 312 2161
128 351 87087
37 361 26646
219 306 24128
45 312 32155
206 335 68150
92 176 33486
6 83 69495
23 183 12041
294 375 53244
127 194 15341
144 275 55231
215 314 20949
180 378 62822
111 333 73078
174 329 49884
18 37 19809
164 256 49496
172 262 76848
34 86 91811
196 240 87591
150 321 43874
168 227 85762
197 382 40187
66 361 74890
237 356 2213
171 319 91498
12 343 93309
133 397 28842
199 231 8088
264 348 98612
60 323 9475
48 125 42966
41 279 62904
63 84 96401
242 249 53901
124 325 51667
273 323 97309
222 258 76355
166 348 59653
254 334 57748
108 360 27532
198 321 87066
135 299 67376
192 377 90965
99 316 66352
253 372 93860
190 360 51436
217 225 60206
1 179 16146
110 254 71438
282 315 6560
139 390 3807
51 180 74828
191 255 66872
151 332 99470
214 258 25555
295 382 13204
82 204 12378
205 323 82165
93 152 5879
335 382 80647
196 400 88223
155 178 62149
110 188 18739
222 267 59590
86 287 3895
115 277 22820
117 221 71449
293 326 57538
19 44 36983
183 222 49039
311 356 74743
89 226 52159
16 171 29171
9 123 3546
184 351 10693
258 298 59156
228 327 91507
70 72 11631
252 350 54288
111 129 81762
240 399 54749
153 218 69873
242 336 31808
185 396 23813
67 229 61435
309 394 22405
79 198 74075
201 326 1510
198 284 15626
13 128 69165
40 135 22703
22 160 74537
155 162 96302
63 283 21471
355 374 12203
252 365 59783
92 373 15956
38 338 32501
72 81 75355
191 342 32297
66 312 60251
270 318 15189
162 284 85638
101 107 51135
39 268 4424
165 290 68844
105 276 12346
80 142 43082
170 237 14571
171 357 82917
45 361 62181
66 315 95573
170 336 13135
153 222 9771
90 110 29130
32 274 99253
149 296 68976
278 314 88454
34 399 91031
150 156 42577
69 157 71003
24 87 34213
78 141 44217
46 182 56613
362 391 18365
101 355 14383
276 365 45762
260 320 20018
334 344 24488
105 357 16532
132 203 62581
334 398 64553
97 219 73631
127 275 24450
181 194 71712
286 349 67149
30 360 2082
99 161 84193
120 281 86014
42 103 65271
211 281 54446
327 384 35051
109 324 3093
139 158 75850
14 192 41217
39 271 24887
230 272 78573
181 344 86603
296 300 34728
225 289 53495
355 387 12530
170 233 81450
34 64 57280
300 352 61205
140 265 21310
87 316 92398
150 316 77027
187 282 82460
134 388 14677
320 343 51774
155 245 48446
219 354 11544
334 400 93807
38 363 36295
6 361 76948
158 230 40136
44 180 32100
162 329 70267
83 188 54074
100 352 98746
149 395 26671
81 167 83117
134 285 51442
310 366 10419
196 223 55054
2 77 68105
144 173 89583
128 367 32254
79 213 62813
251 397 84733
125 134 31490
214 387 38837
100 171 70288
143 240 98746
38 264 32394
96 341 83745
22 173 44863
27 235 21613
46 273 7718
112 284 27299
4 62 46157
226 343 28775
217 340 77151
14 358 91252
233 277 36826
280 391 84065
96 399 42908
108 342 76144
138 171 49122
140 364 9931
366 387 35561
280 392 39998
85 332 73397
344 382 80128
121 281 29320
219 353 73151
64 99 99899
106 380 21514
54 167 76666
148 273 1374
117 287 36201
313 360 42670
278 301 68796
154 398 880
133 204 64910
36 352 86519
50 355 81971
126 385 19523
29 398 1613
116 161 15738
101 298 15837
9 330 12644
186 376 25255
230 370 68922
153 210 19982
29 177 19902
227 301 76500
230 364 1113
198 217 111
376 383 5146
145 341 86906
119 366 37025
195 300 77994
335 347 25569
109 254 1106
263 304 22850
33 135 46763
208 211 9595
35 70 67311
66 252 88046
117 162 74825
144 238 77133
188 262 24449
203 382 962
125 229 32696
271 397 2803
164 267 99638
291 351 17664
14 55 94178
276 324 51186
339 352 94487
152 274 92042
12 66 4638
14 84 3948
100 178 52586
136 215 71999
265 370 73766
224 388 14382
82 221 33454
115 372 17227
172 219 22886
75 336 97687
234 291 25402
93 148 11390
30 350 38943
141 369 33683
244 256 2896
340 367 64298
26 137 6516
54 261 96197
88 184 32593
27 198 951
6 328 27402
279 329 6601
370 371 34918
28 399 46113
321 364 30109
22 61 42649
183 293 22773
154 164 56746
209 263 30042
169 296 15306
169 377 35331
55 274 96741
58 82 44373
224 330 37109
13 210 2729
56 148 25631
55 367 29681
82 143 80235
62 291 6582
1 321 4139
1 343 58705
105 208 81199
237 291 13237
149 222 29111
64 201 9843
233 387 52693
5 234 3235
259 357 70592
175 259 57968
6 11 57320
102 366 34109
190 268 37958
91 127 71657
1 363 4981
18 208 2013
329 340 33142
219 271 89061
186 393 40896
81 143 29755
108 144 69286
1 151 22578
222 286 72646
35 248 36006
126 384 74819
62 95 52441
143 231 87607
192 264 31021
35 86 94633
123 288 92452
136 203 22172
93 149 75937
50 252 45534
113 157 54235
49 73 35166
29 83 11705
177 338 23203
37 216 96980
218 285 71980
325 355 64978
111 293 74794
43 159 42865
112 370 32079
11 261 4854
66 178 49512
167 177 27914
70 162 2475
107 200 55175
98 117 15061
187 287 92992
168 213 32286
297 335 33801
96 275 44191
3 9 15186
31 52 92281
121 298 50873
62 197 40639
115 270 59631
53 183 4005
26 83 16816
78 324 34410
150 391 74216
230 303 89628
229 350 51599
190 214 15007
277 364 59158
167 391 18474
185 395 30459
177 385 36533
39 301 68932
182 327 55762
51 363 63297
229 279 17485
265 380 13705
145 235 24622
73 166 6429
66 233 49175
250 308 9650
268 377 36448
303 361 84154
15 197 92455
31 155 16025
70 208 73480
260 328 79381
314 368 44256
30 336 39081
93 232 9775
244 313 93033
114 229 78187
97 352 6906
57 111 10697
100 242 3219
9 83 1649
105 327 98291
215 388 7989
139 324 97826
7 190 10657
57 248 31085
106 347 6959
167 268 44565
64 305 67082
91 369 65791
202 252 22247
52 292 22522
248 249 97235
76 82 43013
350 361 17229
102 365 59156
212 334 41801
41 97 44693
259 311 10415
229 247 61705
95 325 61796
126 286 54305
54 320 80855
72 356 30671
4 131 64802
130 347 636
59 253 14985
99 206 80441
148 208 58779
79 330 79176
108 359 43858
54 380 38283
8 373 39139
103 305 43604
27 303 83145
107 147 924
201 272 99076
182 357 78130
152 384 64583
224 346 97615
208 258 27094
145 258 24072
79 338 67771
161 229 7389
187 342 15712
40 234 6323
49 359 93985
47 213 90547
243 301 79347
190 229 42910
151 350 16997
57 338 71547
315 325 60722
259 355 36339
110 259 44944
265 355 26455
82 120 7314
17 319 65155
13 187 62364
18 256 29692
180 190 24712
238 290 21476
48 54 67527
125 212 66197
312 315 69266
233 308 81027
97 162 92298
19 226 46868
287 295 93924
36 284 11978
207 365 80409
36 39 29057
153 243 53918
310 346 50237
72 203 72897
81 107 51446
86 292 15552
190 375 94665
242 303 40902
39 43 11800
48 255 54926
111 303 53606
241 252 64321
287 372 16611
90 290 5517
147 340 11215
51 73 77613
44 387 3836
254 276 16790
220 326 26651
70 278 87119
81 196 27904
233 332 10170
301 323 19971
30 265 58486
145 195 55248
219 373 82183
249 255 89046
171 329 99317
51 356 52729
260 351 88428
189 378 21389
307 369 11237
71 108 15088
212 270 58369
327 387 69932
17 377 17086
166 400 20624
133 289 52058
209 388 73895
77 231 61725
95 240 92875
52 173 25860
243 293 82825
94 350 24793
99 387 96814
129 377 88364
110 388 70388
203 227 98551
339 359 21199
250 259 82942
69 382 35102
147 229 89392
15 63 60419
140 257 38180
316 335 40928
58 361 32891
347 365 38652
234 243 28464
101 169 99498
17 247 40434
22 360 49026
304 388 79698
22 43 90764
244 376 41880
263 387 49208
71 98 21068
62 129 49716
25 318 87789
187 310 9950
58 136 13517
96 103 68320
18 117 14519
97 214 12990
61 395 61733
4 107 72934
235 340 87780
305 314 96577
93 103 68893
205 362 74776
257 302 31460
127 349 71871
255 340 20565
46 312 94417
227 281 37343
33 353 65194
158 204 71361
161 251 19995
41 158 21270
185 249 34408
11 312 8346
149 338 18046
314 355 86980
164 275 21870
125 343 17349
155 327 24343
55 140 50506
28 105 48466
355 381 87587
91 161 27075
24 343 32057
94 226 89963
152 361 44735
125 330 83268
160 303 87594
7 338 62643
168 335 98882
365 387 70984
53 304 29617
31 168 84381
39 201 48451
308 348 49237
374 378 20144
94 193 14383
179 303 4412
32 145 3680
99 369 16770
261 272 98232
280 381 98037
164 237 32811
29 175 9171
30 228 61156
74 236 6727
104 262 49783
69 343 17830
48 301 82077
156 163 10606
159 239 14466
18 135 50738
200 341 35582
171 273 192
128 252 21249
11 95 86764
299 393 25268
183 354 35737
248 253 95467
55 356 30246
15 192 6521
38 345 4829
197 256 88853
48 207 69941
256 293 87708
6 222 82736
36 392 82936
112 296 22618
89 240 29127
103 266 43690
92 251 74708
9 23 15336
58 191 24585
162 296 80587
241 369 24486
141 198 26766
142 176 40449
142 254 90120
24 230 67593
45 359 49311
153 334 50796
41 381 35112
375 381 25083
172 300 47425
280 364 9208
162 313 28133
147 255 1805
118 170 2140
84 163 11379
129 188 27580
96 197 43446
251 355 36849
257 339 53942
130 297 2579
308 319 66133
206 318 45132
223 286 90289
58 270 66968
82 308 14370
224 400 37008
37 80 392
131 377 11329
56 240 41292
107 213 36064
109 329 50999
98 166 70760
73 373 67512
4 19 41933
132 284 14874
178 257 1955
124 385 71156
73 131 50810
176 180 9170
60 392 32018
50 210 61442
74 75 17739
182 203 57909
136 138 93833
173 267 19823
16 168 19247
194 323 97277
5 108 35544
290 394 87266
218 363 2170
68 351 62508
117 155 74697
88 241 23947
24 339 70414
106 390 24033
83 251 73569
68 268 62080
59 242 93024
192 389 72700
229 252 88052
291 370 15539
298 314 15946
260 392 69092
333 387 42053
167 196 21769
1 186 66519
15 74 72114
139 178 66410
138 197 35386
19 58 77467
46 105 42671
147 206 41836
277 392 10085
178 292 85645
65 331 95105
23 156 18128
109 161 73456
170 178 78226
70 140 59431
224 371 6781
176 215 80649
70 270 87422
30 281 64269
58 97 2617
282 359 40268
80 303 20481
25 147 29506
73 248 78701
117 248 14984
62 78 82092
41 238 49926
149 306 32365
6 27 96681
230 289 89326
173 244 92257
319 377 5200
62 87 29961
27 102 28407
324 395 90131
71 290 85145
297 319 99864
63 397 43922
225 333 11564
36 41 22958
248 393 54114
19 101 18334
23 144 14130
26 205 54827
48 302 16419
79 109 46340
163 263 77142
152 348 20703
103 167 81408
51 359 39432
30 370 52245
113 177 93031
21 211 44954
41 390 32211
94 105 94690
118 254 10479
140 363 21408
56 102 18489
43 184 75902
104 113 85650
12 97 64761
212 220 38655
72 153 6507
88 144 21203
137 366 49262
63 353 72733
290 397 16262
5 297 69089
230 400 36169
157 218 76662
159 168 5785
266 323 208
75 378 61130
62 272 23676
67 381 49978
150 201 91131
198 341 36062
215 252 61025
141 242 3990
131 154 47507
65 191 50250
73 298 90584
126 222 95999
21 177 13016
243 311 43013
310 330 22559
228 321 39496
75 389 87809
100 281 59045
153 333 22447
126 177 33762
183 252 8054
264 371 30946
35 142 87216
22 304 69798
339 397 80200
27 264 6564
204 358 39792
59 121 58524
133 264 78893
149 366 48032
59 329 22518
38 228 94426
34 376 6233
112 347 41017
86 396 7600
32 83 48322
106 197 58231
255 268 16998
2 371 32845
14 21 44047
87 157 70200
102 199 47833
103 139 41555
146 175 74806
124 130 64062
209 236 12669
123 280 33957
231 378 63820
147 191 47830
91 148 59683
114 133 70768
138 311 98235
284 294 37274
308 337 53847
27 190 64745
136 150 22774
319 392 66179
124 139 11773
31 198 71760
18 214 70648
350 354 70076
57 215 86738
2 316 37580
151 398 96723
3 256 39676
128 307 61789
219 343 8345
248 354 89527
168 278 8720
219 270 39614
47 365 16857
106 325 54741
265 365 60237
137 216 86064
122 185 8438
353 358 11663
2 228 21847
126 389 13192
250 333 54238
298 305 3576
72 355 73403
2 352 54464
132 303 18203
76 188 64824
6 269 88494
147 318 44245
34 92 77954
191 400 93854
354 372 14116
2 130 59663
320 393 97738
71 281 36425
138 344 34575
10 348 89283
67 395 68128
4 389 96415
26 342 50762
133 368 35802
45 116 62178
245 290 48612
122 128 22050
55 172 62980
176 318 24828
115 146 99638
82 146 41210
140 393 84550
233 239 63402
123 349 89398
119 156 53510
46 85 1848
109 190 425
179 380 75697
165 216 81238
194 256 82265
102 212 43793
170 211 47495
73 150 36000
193 251 38792
81 241 21620
5 216 79930
41 385 56674
1 94 9277
148 328 27842
138 375 4860
274 302 1626
188 342 95419
178 229 11910
4 11 86111
160 337 77769
104 178 76504
62 310 17777
111 320 24863
47 67 30657
158 270 59131
204 258 52327
106 308 61864
260 305 60395
190 391 35797
209 363 70153
29 161 16916
86 269 2421
155 252 34854
246 312 84671
27 227 540
96 236 15453
117 133 6814
15 396 5853
108 376 63463
78 301 67775
61 247 66496
25 155 37514
192 228 47547
280 308 64030
289 315 9883
80 309 41122
161 176 55532
215 379 55321
51 154 10764
299 381 93430
160 379 93879
238 246 99938
390 392 89172
147 150 33437
160 333 70645
80 324 33360
30 298 45089
110 217 41798
4 221 33221
147 337 9986
259 384 15910
28 133 36626
221 338 4
43 205 13632
339 394 42448
286 320 12010
243 347 86678
88 246 25542
167 234 25718
182 378 60219
170 316 55720
73 149 34130
39 213 56879
341 366 15075
15 332 94229
334 387 35488
96 222 121
105 183 62640
19 223 9913
20 272 26912
116 228 97877
145 150 60575
20 284 3966
203 305 31477
129 250 19788
184 224 54529
23 240 41097
358 394 63087
63 326 15818
146 214 67359
38 157 14537
135 153 2508
334 369 87449
5 179 4368
247 379 79955
18 156 49404
34 69 81607
294 400 74469
185 283 78527
156 320 88657
35 92 4707
189 195 6697
172 208 44876
198 290 79684
261 290 48127
32 247 59290
213 277 81689
247 397 31052
159 354 18960
45 57 39353
10 110 10113
24 159 3768
359 383 90667
262 342 494
71 329 20944
74 377 84164
346 366 18778
97 210 50394
54 106 13086
234 348 15162
250 264 31572
79 111 516
158 259 81334
137 376 17559
48 330 54721
242 394 90398
295 338 86404
155 300 7970
77 319 87995
146 310 60769
122 242 75015
10 392 25903
24 295 97309
150 279 3742
112 198 558
160 354 39270
243 297 6742
273 334 1168
195 278 11372
44 187 30036
268 283 92865
275 316 1988
124 376 18879
146 235 49256
173 306 10443
140 315 48235
311 335 39812
211 216 69063
101 183 21232
54 295 70856
61 97 65420
17 335 64162
96 162 31771
122 221 60030
67 213 22979
87 378 42580
147 250 52156
145 222 32031
88 191 93515
181 382 28312
292 392 81739
54 308 71313
212 360 46854
65 311 27140
56 319 74090
68 213 58630
179 200 61643
205 398 39205
69 78 32414
85 280 40164
261 274 614
195 219 87193
220 321 72680
47 297 9365
311 390 58484
30 115 64339
193 375 16289
75 119 13137
57 256 60492
205 228 82968
128 203 22933
28 37 36702
45 205 86
320 367 99411
197 367 67187
156 262 14804
272 312 56482
42 400 52456
114 117 97619
117 338 79305
4 190 40176
17 209 12308
23 78 93555
29 52 94681
30 257 61017
1 302 15587
41 369 81101
63 247 98257
4 304 53597
81 87 15079
61 195 99913
164 382 93328
56 346 88775
44 354 97724
197 396 83589
36 359 91466
257 311 25511
84 273 69855
139 316 60133
110 117 86325
84 165 3913
62 79 65049
70 211 63580
75 325 99425
297 336 25873
97 391 789
224 360 30192
76 332 71017
70 141 43340
1 166 62046
127 301 41757
167 375 30367
133 169 18673
242 364 12076
95 223 12936
316 318 2510
282 394 73555
27 356 10190
148 165 48198
143 246 61616
196 228 39448
3 290 50872
6 318 47590
160 287 91896
311 329 32158
187 386 51481
218 265 20747
268 349 8300
14 193 54634
130 268 77233
281 347 99661
64 82 238
136 229 33758
27 105 20809
288 297 8430
236 253 11237
42 76 70867
5 171 9828
51 117 53857
64 230 13025
187 199 76884
58 330 88977
277 289 45188
19 232 56967
179 206 92967
85 220 8678
58 303 77641
39 202 9694
187 332 56690
56 131 55232
363 392 94601
280 399 52465
117 185 16288
87 111 59837
119 212 88246
13 109 79442
240 302 85320
94 154 53709
245 325 72974
152 360 5886
85 94 49807
203 310 91240
20 43 86476
203 257 88270
116 322 95195
53 386 45945
91 168 45705
71 242 67946
77 246 68242
277 280 26780
73 78 78314
128 275 4548
148 354 97660
248 390 58955
113 292 45667
282 341 75041
123 341 52178
27 147 16910
18 106 3111
22 256 56924
15 146 45338
89 282 98438
237 389 40982
25 288 38368
247 258 15315
229 370 87375
198 255 4090
68 168 82785
23 212 54672
95 121 39745
2 285 28388
193 297 77229
71 239 30397
68 94 32701
3 229 95959
229 250 21620
16 93 24528
165 386 99523
175 219 38086
49 367 75410
116 342 56705
63 269 42337
125 342 34375
181 316 23403
132 399 68117
61 240 38275
225 332 50201
147 292 1302
65 288 66327
337 361 88052
87 177 32385
143 182 84420
165 280 66919
77 240 52817
80 353 21714
95 362 29999
132 320 49065
245 278 42249
28 305 92487
50 66 11610
33 144 3962
61 251 48970
251 360 37355
244 395 40873
61 157 75908
198 369 67214
10 344 50127
154 160 84163
235 328 20029
123 247 10951
130 325 26163
5 50 50030
63 261 487
41 287 93061
70 312 7144
208 264 32277
41 168 41103
181 237 74089
39 221 41854
124 318 2019
4 367 92026
261 321 65342
113 139 13344
24 186 35215
148 397 59749
291 328 29208
186 282 11561
100 261 80496
151 374 51840
112 169 36367
65 224 50994
9 350 59669
109 300 63115
184 255 51645
229 239 42330
17 111 92984
3 380 15126
68 278 92294
275 296 58622
225 243 59539
31 285 70196
119 150 81036
58 73 70421
81 374 68461
181 332 51265
24 367 24834
198 261 78962
109 182 5883
214 373 67469
228 271 36505
45 261 37958
196 329 11275
188 305 51383
20 381 47798
145 254 14693
270 364 39517
165 174 88060
193 330 86219
281 299 26070
22 193 70991
249 349 48555
2 72 91989
4 166 71020
142 197 83154
254 286 33694
50 75 29154
201 273 32991
189 365 82428
46 382 39094
354 397 53167
206 262 69976
132 288 70434
37 134 44378
208 311 25062
311 397 19325
228 308 86651
3 235 13415
70 238 11878
20 365 7264
95 349 2956
108 253 76878
162 333 47366
12 46 16825
285 376 19307
320 321 2433
128 146 14093
169 277 73695
105 216 19888
324 341 40567
144 243 14554
40 288 85706
33 329 36354
249 364 24759
141 168 54849
223 272 2276
275 279 22532
40 198 76859
245 391 40641
226 314 61555
11 49 32302
186 285 18300
82 248 31427
241 285 23848
79 154 16000
104 183 38060
332 336 86748
55 358 25228
71 192 70519
194 349 30303
78 94 11997
167 395 53897
127 324 91555
74 133 82143
45 244 65217
254 395 38097
26 107 87928
26 55 51542
200 342 73134
340 366 63431
175 322 8622
259 325 70802
363 370 82054
310 339 92609
214 399 22319
24 91 40985
85 265 32756
52 258 72401
3 388 86047
140 177 69996
261 399 72471
53 224 643
320 362 57554
162 293 53315
349 376 59410
160 348 82322
380 399 28606
125 133 6594
67 82 47150
277 328 74455
32 281 25945
151 351 79103
194 264 41263
191 391 10259
280 369 22144
63 211 82526
252 302 42474
313 399 43685
287 328 80859
6 304 35870
150 237 17158
3 176 83332
29 138 57796
58 278 78612
182 384 22783
148 341 4422
61 368 92048
294 353 42112
335 341 71878
161 255 35327
60 281 55615
172 216 77550
22 300 50418
95 343 48779
11 341 92765
247 345 8899
274 315 77952
143 174 15480
28 244 57686
254 366 74506
128 227 63054
69 248 94128
26 304 86878
24 161 44757
41 79 18696
126 247 16495
73 261 63233
8 38 41637
247 267 85297
85 121 64950
117 254 70926
90 140 80589
142 321 37190
27 182 56680
208 233 92381
58 168 73477
261 335 17787
228 298 72889
55 344 76556
58 224 32568
141 337 53562
341 399 11093
39 334 50147
295 394 40004
61 122 23421
65 394 45538
62 221 20035
209 230 77555
294 349 74645
130 278 25937
7 247 81209
28 45 45114
132 161 14438
154 231 92061
4 40 25453
43 62 16967
94 392 14984
102 248 18308
259 347 86077
34 252 92726
345 374 361
236 325 37035
267 372 92587
190 219 78543
227 378 33465
68 195 55200
237 243 16035
209 270 28984
46 153 32126
243 282 16778
30 104 13648
159 368 99779
166 396 9500
8 355 5207
283 340 88568
67 219 29232
13 110 49202
305 358 44654
70 350 12214
63 265 7990
320 342 50391
11 50 50703
45 338 50697
130 211 3894
36 243 45589
134 318 42542
88 385 18932
47 105 56453
252 351 10814
14 274 75149
106 305 34563
242 386 23307
99 314 26819
81 186 75387
298 387 82060
190 296 12352
124 131 78339
33 303 14443
216 326 97741
50 207 79826
