200 10000
39 68 58055
33 155 26495
80 142 60593
13 139 35245
45 161 12271
66 115 79509
90 110 55141
32 74 11606
65 136 6664
78 114 3038
34 199 37587
150 156 47444
156 194 7369
69 157 73441
24 87 41723
78 141 21828
46 182 22570
162 191 61632
76 165 85714
60 120 99194
152 177 98030
134 144 13118
105 157 29182
63 126 15883
134 198 95022
142 154 59517
181 194 60435
86 149 83942
30 160 52694
99 161 70433
42 103 7273
11 81 76961
127 184 94454
109 124 7695
139 158 52746
14 192 77653
39 71 82251
22 68 16924
30 72 33321
96 100 42855
25 89 49969
34 64 39683
100 152 34112
87 116 77703
12 35 34459
134 188 93891
120 143 13999
125 140 58475
60 64 50897
19 154 55457
134 200 4779
38 163 40097
6 161 64646
105 112 67648
4 17 91650
44 180 33802
83 188 66317
149 195 78978
37 107 24258
18 65 36701
81 167 74238
110 166 88059
70 146 6879
2 77 49272
144 173 25012
128 167 87769
51 197 31571
125 134 9218
14 187 47313
100 171 30938
116 142 70110
38 64 96551
5 172 41256
96 141 85598
22 173 6546
27 35 17503
46 73 67018
47 140 22337
4 62 41606
26 143 26205
17 140 2131
68 95 87380
14 158 81432
51 93 63787
33 77 32406
80 191 27707
96 199 2070
108 142 89648
138 171 90414
140 164 17449
166 187 31972
80 192 41193
85 132 72941
144 182 34432
124 169 61624
189 195 10524
19 153 17453
64 99 34523
106 180 62923
73 179 44714
54 167 378
113 160 95686
78 101 48242
154 198 88235
50 155 82661
62 107 35912
126 185 45359
29 198 21827
116 161 48595
9 130 38579
30 170 27362
29 177 82776
27 101 71546
63 187 85423
30 164 44292
101 109 56614
176 183 40079
119 166 79385
135 147 41673
63 104 87986
33 135 66871
8 11 91057
35 70 17842
125 183 94853
117 162 98521
3 182 47678
71 197 79383
12 101 6031
35 133 42928
91 151 88407
14 55 83683
76 124 53812
139 152 3325
12 66 38173
14 84 90007
100 178 99903
65 170 40591
73 192 60638
24 188 9780
115 172 4474
84 165 59115
1 68 94792
75 136 17584
34 91 405
58 133 54548
93 148 79708
30 150 24358
141 169 16489
44 56 41523
140 167 44275
26 137 5525
54 61 15105
88 184 70094
27 198 82059
6 128 97273
79 129 84169
170 171 5865
28 199 76712
121 164 336
22 61 42392
154 164 39813
9 63 6841
169 177 79274
10 174 8467
55 74 1537
58 82 71093
24 130 76967
56 148 17068
55 167 88556
135 160 85528
82 143 98054
14 159 13738
85 156 45473
62 91 16038
1 121 78608
1 143 1785
118 159 75387
37 91 64764
15 174 35514
33 187 65206
5 34 71767
59 157 66621
6 11 43134
102 166 49352
91 127 99006
100 106 54109
1 163 52665
129 140 50162
19 71 81833
186 193 43516
81 143 71646
108 144 85982
1 151 29075
22 86 30312
35 48 64030
126 184 85802
62 95 82216
35 86 27524
146 185 14870
126 158 2306
93 149 80901
97 187 73935
50 52 5571
113 157 59262
49 73 33642
29 83 27657
6 15 74994
18 85 52239
125 155 11421
43 159 87024
42 122 15594
112 170 64978
11 61 72685
7 176 78621
102 112 41059
75 179 40951
66 178 10966
167 177 82059
70 162 84230
107 200 41930
98 117 32744
9 168 91858
78 167 68210
97 135 59460
3 9 14509
31 52 18911
135 170 72886
152 181 3755
62 197 94864
53 183 68988
26 83 20427
34 103 91743
78 124 50723
150 191 20582
30 103 92471
29 150 813
77 164 82400
167 191 28056
185 195 60516
177 185 22929
85 140 15789
51 163 38583
29 79 5293
65 180 4562
58 137 62728
73 166 83964
50 108 5552
68 177 36084
103 161 30186
15 197 6591
34 159 76939
31 155 10260
60 128 85231
114 168 16501
30 136 73481
44 113 71695
8 154 61809
97 152 25080
57 111 78769
70 82 2289
9 83 23027
105 127 66893
96 134 97758
15 188 1873
52 125 65591
11 165 85471
7 190 52698
83 156 14361
106 147 72109
64 105 38908
91 169 90225
94 156 20116
2 52 4973
52 92 59378
48 49 78486
76 82 31522
150 161 56479
102 165 70326
12 134 71169
41 97 76359
59 111 65179
29 47 34000
95 125 64095
54 120 89772
72 156 47033
81 125 68895
4 131 56256
130 147 82508
114 145 26093
79 130 68525
108 159 84951
54 180 98533
8 173 87418
103 105 1263
27 103 20595
107 147 44388
11 49 78026
88 189 61611
152 184 41500
24 146 29538
8 58 15451
79 138 71430
49 159 59492
56 111 89438
86 190 46011
43 101 78236
57 138 94730
115 125 26187
59 155 87081
65 155 75163
17 119 75495
61 100 68462
64 119 29254
13 187 14861
18 56 96180
180 190 87547
38 90 90199
48 54 38112
112 115 13316
44 127 85918
33 108 79448
97 162 40679
19 26 26280
87 95 63945
36 84 59097
59 83 42968
18 115 57038
7 165 58257
36 39 37916
24 132 52700
81 107 63985
86 92 63740
19 167 83188
39 43 11009
51 143 46391
85 160 85725
136 197 57900
48 55 82750
41 52 66304
87 172 63512
100 105 38249
44 187 45879
69 120 28938
54 76 13359
20 126 15200
70 78 23207
81 196 23208
33 132 40531
101 123 36889
21 47 12167
14 157 41037
30 65 40288
145 195 14336
19 173 44368
5 73 12801
48 68 39534
49 55 91779
51 156 562
60 151 35020
30 32 20424
107 169 7034
104 188 42561
71 108 37880
12 70 61592
41 72 19246
65 89 57124
127 187 35218
17 177 78680
79 123 14402
166 200 33174
5 24 88325
9 188 51466
52 173 12474
43 93 32892
45 107 98337
94 150 52188
99 187 45081
129 177 74220
3 27 27229
139 159 22074
50 59 85607
69 182 7557
121 175 92819
15 63 75697
116 135 12547
58 161 21301
36 108 25636
147 165 12873
34 43 27828
101 169 26934
17 47 26381
22 43 80607
44 176 93563
71 98 51105
62 129 90900
25 118 45232
58 136 49240
96 103 20363
18 117 75911
61 195 73402
4 107 66495
35 140 87739
135 153 77382
19 43 40047
105 114 52503
93 103 16640
145 188 83475
5 162 94307
57 102 67744
127 149 91609
55 140 86873
46 112 56204
27 81 98853
3 113 96274
33 153 64045
41 158 64374
11 112 36644
114 155 5236
125 143 64848
79 165 1657
28 105 23999
155 181 93410
91 161 30417
24 143 63422
152 161 20631
125 130 17796
184 187 35471
7 138 29158
158 174 727
84 140 25190
165 187 21781
53 104 10873
33 128 87930
31 168 31721
108 148 15185
174 178 64086
158 160 91417
94 193 72695
51 58 95688
32 145 8100
27 62 13790
99 169 64813
61 72 94969
80 181 99062
88 187 47924
29 175 83862
67 160 29775
59 61 67263
4 159 15590
69 143 75189
48 101 41862
156 163 64505
77 188 99909
18 135 89222
11 95 24493
99 193 55703
48 53 34290
55 156 71566
15 192 89311
61 145 66104
84 146 92040
23 35 68715
38 145 14920
108 166 7691
3 4 67618
39 51 98724
56 93 72808
6 22 16740
36 192 25935
137 158 98933
9 23 99657
58 191 86037
41 169 31276
141 198 71674
142 176 85520
24 30 52210
45 159 27539
60 171 45253
41 181 97430
175 181 54781
80 164 87149
118 170 12982
84 163 47606
129 188 17722
96 197 99450
51 155 40483
57 139 4671
108 119 86008
83 109 33189
6 118 81753
23 86 4106
58 70 3354
82 108 64671
24 200 68984
37 80 56020
90 119 43547
131 177 99895
109 129 45738
98 166 15403
73 173 5001
4 19 48098
124 185 6783
73 131 82708
176 180 53663
60 192 41433
74 75 43572
136 138 71115
21 102 85246
46 144 87295
16 168 89600
5 108 27918
90 194 1716
18 163 28135
68 151 27275
117 155 29800
24 139 59693
106 190 89163
121 126 99412
29 52 27849
91 170 12368
98 114 41320
133 187 98505
167 196 7119
1 186 81994
15 74 48947
2 180 49220
139 178 56386
138 197 3680
19 58 95179
74 163 95726
46 105 61541
74 82 83545
77 192 93231
65 131 37224
23 156 28029
109 161 74594
170 178 12893
70 140 82757
147 171 76475
24 171 83409
6 139 55087
177 178 10859
30 81 83379
56 200 98254
58 97 1548
82 159 32724
80 103 44168
25 147 90596
62 78 20371
17 99 20785
6 27 72348
30 89 71126
119 177 68499
62 87 72627
27 102 2518
124 195 18291
71 90 51376
97 119 55881
63 197 30755
25 133 68127
36 41 1338
48 193 88467
19 101 18343
23 144 93138
48 102 21485
79 109 3503
103 167 6373
51 159 10900
113 177 93364
9 48 24974
40 90 62777
94 105 51455
142 173 67423
140 163 70849
17 170 40747
56 102 87726
43 184 3474
104 113 15014
12 97 31324
12 20 75285
72 153 55176
88 144 19410
137 166 48595
63 153 83897
90 197 38110
5 97 94604
30 200 6196
159 168 98167
66 123 51354
75 178 11409
62 72 68021
167 197 66780
67 181 60061
15 52 49900
15 153 51847
131 154 20748
65 191 85693
73 98 30271
21 177 72041
43 111 79991
110 130 78349
70 76 17794
28 121 88887
75 189 34124
126 177 13679
64 171 25072
33 92 78512
35 142 979
22 104 3178
17 154 40727
139 197 49808
27 64 97944
4 158 67897
59 121 88393
13 193 77096
124 163 62795
149 166 68560
108 183 968
59 129 88501
34 176 2243
24 60 18157
112 147 51718
86 196 56294
32 83 41437
106 197 26699
55 68 96976
161 162 13246
2 171 55989
14 21 42193
87 157 65258
102 199 58628
103 139 39244
146 175 18034
124 130 97127
126 132 84798
9 36 9774
31 178 33413
147 191 5529
91 148 72026
114 133 30472
8 152 23646
84 94 8278
108 137 57231
27 190 58961
136 150 95368
119 192 90688
178 196 27751
124 139 82143
31 198 3457
16 69 79951
150 154 73463
2 116 44807
151 198 66012
77 177 69639
3 56 33608
19 143 58559
48 154 79927
19 70 88549
27 95 89397
47 165 67123
106 125 48066
65 165 82014
122 185 19767
153 158 44283
2 28 194
61 121 21025
126 189 72202
47 184 24616
113 171 57421
44 92 83650
50 133 18313
17 67 32780
98 105 24817
72 155 71371
2 152 32744
76 188 18999
6 69 40179
161 193 50810
74 130 49685
59 171 82694
34 92 65604
191 200 25776
154 172 75086
2 130 95450
120 193 42641
71 81 39277
138 144 80093
10 148 7534
67 195 69923
4 189 71511
141 194 30538
26 142 6052
133 168 82747
45 116 91571
45 90 90577
122 128 5333
10 131 84016
32 81 82676
55 172 17390
26 43 20119
115 146 47581
25 108 58687
16 76 237
23 73 94425
31 158 20215
82 146 16924
39 186 8120
140 193 78098
84 173 66150
33 39 80203
83 92 27493
123 149 72962
119 156 22025
46 85 11219
109 190 78309
179 180 78524
8 77 97871
180 186 46882
13 58 96185
73 150 70693
19 198 56237
5 16 36388
41 185 33360
1 94 82202
138 175 58508
74 102 19279
184 191 77101
4 11 7912
104 178 42474
62 110 15189
111 120 24271
47 67 28001
4 58 35438
106 108 19641
60 105 7065
190 191 67003
9 163 98897
29 161 86423
50 158 53905
117 133 88725
15 196 28898
108 176 90261
25 155 13676
105 180 5529
80 108 29233
89 115 73244
80 109 93982
161 176 92468
15 179 81335
51 154 84187
99 181 11024
160 179 21234
38 46 89653
29 38 96321
190 192 62256
147 150 81422
80 124 45850
30 98 93592
4 21 76987
59 184 24297
28 133 91116
21 138 99760
14 49 65120
104 110 54391
139 194 23367
86 120 11331
43 147 86048
73 149 16557
141 166 44204
15 132 95017
134 187 99590
105 183 51882
19 23 43989
20 72 81658
145 150 76559
20 84 76785
3 105 54692
70 75 66044
23 40 77782
158 194 17198
38 157 95311
134 169 81960
5 179 46962
47 179 37912
18 156 47867
34 69 30493
94 200 46027
35 92 11702
95 131 33580
61 90 88763
32 47 99800
13 77 5029
47 197 34631
68 146 97253
45 57 86054
92 168 47731
64 89 44541
10 110 52514
24 159 47359
159 183 31405
62 142 55803
29 74 37755
19 27 76681
71 129 94698
146 166 66522
54 106 60764
125 170 49576
34 148 72422
128 132 76222
50 64 13757
79 111 92247
137 176 71287
86 159 87084
48 130 8708
42 194 95175
95 138 33509
77 119 56264
140 152 36465
10 192 44849
24 95 68650
112 198 22361
43 97 63363
73 134 38790
68 83 35718
75 116 37251
124 176 46245
111 135 15288
11 16 56932
101 183 48385
54 95 29561
61 97 23780
95 150 90097
60 121 17379
17 135 45772
96 162 69399
87 178 31291
88 191 73808
181 182 63662
92 192 58556
54 108 39755
74 88 77380
12 160 28886
65 111 11665
9 161 4362
56 119 95197
179 200 98425
5 198 96247
69 78 52368
61 74 51536
113 128 66315
20 121 70392
47 97 99990
111 190 16421
30 115 74420
129 182 16863
75 119 49733
5 28 52502
28 37 58329
120 167 99157
6 65 4863
72 112 71175
42 200 8764
114 117 87635
5 15 80087
56 131 3005
117 138 58998
4 190 17015
6 124 30533
23 78 88653
30 57 38776
13 166 33203
1 102 61334
4 104 70089
81 87 6122
164 182 63940
56 146 49141
44 154 34067
55 190 74423
36 159 27993
110 117 76689
62 79 25248
75 125 14345
97 136 44817
61 62 87082
156 159 19219
97 191 33889
98 122 19462
24 160 56854
76 132 87680
70 141 39443
1 166 45604
167 175 92007
133 169 29090
42 164 52024
32 65 38134
123 150 254
116 118 72993
82 194 56566
18 48 68216
27 156 81685
148 165 40224
3 90 75685
68 149 47514
14 193 56830
88 152 17741
81 147 86847
64 82 35498
27 118 96140
27 105 58699
88 97 53917
36 53 95524
42 76 82630
5 171 13371
51 117 12939
187 199 93411
58 130 61849
77 89 57592
19 32 29209
50 132 38825
58 103 14961
172 176 2605
89 158 73892
14 74 41220
163 192 19333
80 199 78052
117 185 70625
87 111 72392
13 109 39106
40 102 19847
94 154 29489
45 125 90769
152 160 16482
85 94 38103
3 110 78367
20 43 12080
3 57 1270
116 122 31605
31 33 18804
53 186 51564
91 168 18268
87 144 44309
77 80 74958
73 78 97058
87 195 79520
148 154 98822
33 178 39453
16 85 44906
82 141 11697
123 141 84837
27 147 10265
18 106 54518
22 56 5710
10 85 85667
15 146 89656
117 128 51622
37 189 59979
25 88 78696
47 58 91970
29 170 33945
68 168 9648
10 184 63651
48 108 14964
95 121 77288
2 85 76415
68 94 31622
3 29 97584
29 50 97695
16 93 19243
165 186 54588
49 167 64808
63 69 56745
96 196 2039
41 183 58155
132 199 78280
25 132 65108
25 104 65092
65 88 9616
124 190 59168
29 172 47684
87 177 46726
143 182 84561
80 153 74154
95 162 93582
45 78 63572
50 66 10576
33 144 32598
47 181 21248
51 160 28715
44 195 37495
61 157 22137
165 166 35577
10 144 85391
154 160 37492
35 128 96805
6 20 72925
55 69 37983
5 50 96508
41 87 36736
80 102 88400
70 112 38347
8 64 80045
41 168 34443
118 195 69920
79 152 86387
23 179 11132
134 141 98696
126 141 63964
4 167 39512
113 139 19427
24 186 52164
148 197 3357
91 128 19518
151 174 76848
37 194 50230
157 193 73980
112 169 46853
59 89 23722
9 150 36116
29 39 91518
17 111 53407
3 180 72043
68 78 19478
41 99 48073
75 96 4289
25 43 1284
159 160 90580
119 150 35464
58 73 16254
81 174 99025
85 101 64263
3 47 52316
24 167 21374
109 182 2060
19 67 65172
103 127 16382
14 173 43986
28 71 93070
45 61 15652
128 141 78217
20 181 55807
28 169 14312
70 164 68052
72 115 80708
165 174 97501
81 99 87885
22 193 20620
49 149 19291
85 130 93841
2 72 99751
4 166 24718
142 197 39460
54 86 19481
50 75 46233
1 73 88338
94 143 21768
154 197 73104
84 186 94506
6 62 96900
26 160 52028
85 164 20634
37 134 88738
8 111 26656
111 197 642
28 108 38946
3 35 73940
20 165 81597
95 149 41622
12 46 89594
85 176 10850
120 121 94099
65 119 64383
128 146 48319
124 141 6374
40 88 20595
33 129 71640
49 164 73625
141 168 18420
23 72 62780
75 79 39997
40 198 39413
20 183 14661
99 113 7089
80 111 91412
26 114 14612
79 177 51371
41 85 62055
57 74 2295
79 154 53438
104 183 39221
132 136 73362
45 142 83708
55 158 66386
71 192 57019
78 94 21894
167 195 76681
74 133 22840
54 195 48731
26 107 99630
26 55 45884
140 166 2031
59 125 48619
163 170 73360
110 139 34761
14 199 82544
24 91 29590
52 58 9340
3 188 42535
140 177 34524
61 199 94986
120 162 74109
149 176 71051
44 116 8755
180 199 88168
125 133 55526
67 82 470
77 128 79959
10 116 52148
80 169 74683
119 191 56305
26 181 6867
52 102 38640
113 199 7452
87 128 3549
6 104 96845
3 176 15570
29 138 12482
4 10 70365
58 78 69635
182 184 31711
61 168 91983
94 153 97627
135 141 56385
44 137 73441
101 126 22545
60 81 80171
91 115 87256
22 100 47724
145 155 93355
95 143 3165
11 141 52186
47 145 42864
81 186 42744
36 76 14327
74 115 65094
143 174 77094
28 44 39815
54 166 97300
65 72 44166
42 173 1750
26 104 38795
24 161 48460
8 38 34538
85 121 53084
90 140 17685
27 182 65187
8 33 14128
58 168 58576
70 90 34691
61 135 28469
28 98 7707
55 144 29822
39 97 50526
141 199 80307
129 198 10748
39 134 30029
95 194 31684
61 122 62625
65 194 34300
11 99 84673
9 30 17570
94 149 94022
7 47 17683
28 45 35437
132 161 35721
50 115 57048
13 51 12726
32 86 59704
4 40 67963
43 62 93841
109 193 65313
94 192 47420
59 147 12141
34 52 68740
145 174 77011
36 125 38472
67 172 72907
124 137 10483
27 178 34997
68 195 56886
59 113 2562
37 43 23546
9 70 75155
46 153 89617
43 82 55576
30 104 59425
166 196 13067
8 155 68461
14 147 90379
83 140 10965
52 86 62816
13 110 20841
105 158 14264
70 150 48935
63 65 46543
31 92 80804
120 142 32660
11 50 77222
45 138 71490
36 43 42110
88 185 81804
47 105 44086
52 151 50582
52 76 2290
42 186 89243
98 187 31768
46 57 8855
83 117 1254
124 131 85154
33 103 54764
16 126 33897
118 139 55504
1 177 17023
46 111 43171
67 144 14058
47 144 83110
79 86 75597
11 40 82511
1 45 880
35 171 84376
1 56 97172
119 197 41775
6 89 28594
86 168 7689
129 135 98531
113 122 8894
76 151 57312
78 188 40576
27 158 56507
17 115 60065
99 156 4443
105 193 50125
150 163 70092
88 135 61011
16 74 62873
15 43 93996
59 131 29621
74 160 7207
93 114 6751
17 95 52077
49 192 63293
97 161 9808
55 122 65787
35 166 30041
60 103 58346
54 137 45146
8 179 85091
137 169 57271
126 143 30733
43 198 45327
41 77 34509
80 174 18057
130 170 33228
91 198 1668
9 133 37433
34 45 47308
83 126 75564
162 175 9637
32 91 727
109 187 92765
119 200 58389
71 79 44624
61 166 70945
11 89 3952
46 81 16296
4 153 79587
22 138 1633
56 92 90584
16 116 46074
79 160 11272
40 93 24104
169 173 67632
2 199 16114
55 77 1724
168 173 45684
2 89 7575
117 194 75024
93 101 61113
5 126 89660
4 60 91274
88 103 62925
44 179 24220
39 49 25126
135 156 34568
162 179 43531
9 171 21438
82 181 20036
107 130 11219
59 163 17527
116 126 86974
27 160 54511
104 161 96486
11 43 25732
54 109 91996
146 197 36050
110 195 21316
34 194 97735
175 197 35837
15 78 41729
29 124 99428
24 181 80297
118 125 41781
1 136 56912
178 181 41753
7 72 34147
57 181 80161
57 191 68441
169 181 59423
95 159 7525
20 23 5932
24 170 98736
64 182 99235
11 87 36846
29 158 99665
73 163 60369
51 198 94720
119 149 87894
7 63 67357
64 140 15288
21 78 29976
91 183 61057
18 193 40078
142 178 69456
33 137 79014
95 103 45117
60 115 83452
132 137 38501
29 58 3673
188 198 4713
2 81 15668
58 165 71260
116 137 29177
41 147 31271
13 145 51812
189 197 11917
46 147 68433
20 34 2283
67 123 98600
10 149 30059
52 65 24929
89 105 84525
73 129 78581
3 86 79120
31 73 16294
83 161 98415
47 102 28685
8 140 17929
44 149 20638
35 100 67993
14 17 10074
106 134 72769
45 113 60747
73 82 97864
101 136 91566
177 189 96705
61 124 96947
21 27 81891
23 50 57671
101 115 15458
70 73 54310
71 122 12537
8 47 3737
110 155 8626
21 190 38096
26 33 95795
65 198 35506
60 138 66604
156 185 68557
34 94 67408
100 121 11882
27 104 1687
103 131 51543
108 136 80531
115 167 71259
103 200 43948
93 172 83923
129 192 1132
36 169 35766
39 69 75673
67 142 13374
101 138 51110
73 126 51512
126 145 24564
22 197 65207
35 149 18120
39 159 2707
40 193 42903
118 171 91751
8 17 25994
15 69 88360
35 187 1386
21 69 27559
28 124 59244
52 164 36785
26 34 89190
49 66 24240
27 94 79378
64 185 83682
39 132 32741
80 129 18033
15 65 83984
51 54 16345
113 194 4616
19 91 20658
87 148 20983
115 122 21444
134 146 54142
50 57 89615
86 188 57293
28 52 92651
12 33 94506
91 187 58244
102 157 29889
55 110 11275
195 198 10191
84 188 96695
117 140 59066
19 129 37242
173 177 1182
85 159 57454
115 161 99340
3 28 28329
127 197 65080
177 186 21152
29 113 18441
101 141 64463
3 71 32617
21 175 878
48 105 93571
92 152 38873
7 67 56939
122 170 63725
34 105 43118
22 133 94980
4 143 13705
192 195 65691
107 113 73064
116 190 59716
142 149 39908
94 140 89990
136 178 37280
16 120 10660
10 158 77365
127 190 16122
78 111 35780
58 174 26077
133 173 33485
83 171 57753
72 167 93409
5 10 86681
6 29 34975
49 188 79858
160 185 28978
146 152 35348
10 25 10032
94 162 81858
92 137 67975
9 198 52154
131 169 91420
83 128 51169
51 165 63608
18 97 43581
79 193 32038
17 126 81968
14 23 79740
130 175 45590
28 159 47588
60 62 6152
38 86 63705
71 89 44110
3 41 28791
33 130 92628
7 155 19495
108 173 18386
147 149 92543
174 196 645
15 143 96645
1 158 66582
155 192 77224
115 128 13841
83 121 42726
104 112 83983
39 181 90786
90 185 22310
105 128 33043
5 132 78337
56 86 25416
116 194 98295
145 151 28032
114 200 3909
62 104 26894
19 117 69784
134 175 89766
48 77 41261
37 123 67651
96 143 84510
87 164 75104
88 183 93550
135 175 73056
39 128 9215
41 163 83310
79 85 89208
1 46 61481
49 87 21063
48 96 1643
59 68 6778
21 124 21526
20 107 1315
25 114 69989
77 107 9569
36 137 97865
132 156 40506
118 142 1208
24 138 17374
66 195 29008
70 120 18433
49 140 73743
49 98 57329
45 123 95940
28 114 7036
112 175 70256
39 112 96588
114 158 53339
13 194 81644
94 145 37401
144 172 92635
10 140 13894
46 189 79381
